model_type,current_condition,selected_debate_id,agent_id,pro_reduction,pro_count,anti_count,subfactor_1_t1,subfactor_2_t1,subfactor_3_t1,subfactor_4_t1,subfactor_5_t1,initial_opinion,initial_variance,opinion,subfactor_1_t2,subfactor_2_t2,subfactor_3_t2,subfactor_4_t2,subfactor_5_t2,final_attitude,mean_t2_subfactors,opinion_change,individual_error,error_sub1,error_sub2,error_sub3,error_sub4,error_sub5,agent_convergence_rate,agent_confidence_threshold,agent_repulsion_threshold,agent_repulsion_strength,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,seed,convergence_cycle,use_distinct_agents
consensus,heterogeneous,22,148,1,2,2,0.7222222222222218,0.9166666666666666,0.0,0.6111111111111116,0.11111111111111167,0.7893518518518515,0.0,0.5757928544416521,0.8611111111111116,0.9583333333333334,0.0,0.5,0.05555555555555499,0.8622685185185183,0.475,-0.21355899741019946,0.2864756640768662,0.28531825666945954,0.3825404788916813,0.5757928544416521,0.07579285444165207,0.520237298886097,0.1,0.6,0.6,0.1,0.1,0.6,0.6,0.1,6604969221076703200.0,55,false
consensus,heterogeneous,22,149,0,2,2,0.7222222222222218,0.6666666666666666,0.625,0.944444444444445,0.3333333333333333,0.5300925925925924,0.0,0.5603569327476257,0.8333333333333334,0.625,0.625,0.944444444444445,0.3333333333333333,0.5474537037037036,0.6722222222222224,0.03026434015503321,0.01290322904392205,0.2729764005857077,0.06464306725237434,0.06464306725237434,0.3840875116968193,0.22702359941429234,0.1,0.6,0.6,0.1,0.1,0.6,0.6,0.1,6604969221076703200.0,55,false
consensus,heterogeneous,22,150,0,2,2,0.5,0.16666666666666666,0.7083333333333334,0.7222222222222218,0.555555555555555,0.3356481481481483,0.0,0.5487799914771064,0.5,0.4583333333333333,0.7916666666666666,0.7222222222222218,0.5,0.40393518518518495,0.5944444444444443,0.21313184332895813,0.14484480629192148,0.04877999147710643,0.09044665814377312,0.2428866751895602,0.17344223074511533,0.04877999147710643,0.1,0.6,0.6,0.1,0.1,0.6,0.6,0.1,6604969221076703200.0,55,false
consensus,heterogeneous,22,147,1,2,2,0.805555555555555,0.5416666666666666,0.5833333333333334,0.6111111111111116,0.44444444444444503,0.5636574074074071,0.0,0.5509609389472685,0.7777777777777782,0.625,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.5868055555555558,0.5972222222222223,-0.01269646846013861,0.03584461660828731,0.22681683883050974,0.0740390610527315,0.03237239438606487,0.11570572771939813,0.21762760561393518,0.1,0.6,0.6,0.1,0.1,0.6,0.6,0.1,1398760984851863550.0,55,false
consensus,heterogeneous,22,148,1,2,2,0.7222222222222218,0.9166666666666666,0.0,0.6111111111111116,0.11111111111111167,0.7893518518518515,0.0,0.5643984600648358,0.8611111111111116,0.9583333333333334,0.0,0.5,0.05555555555555499,0.8622685185185183,0.475,-0.22495339178701568,0.2978700584536824,0.29671265104627575,0.3939348732684975,0.5643984600648358,0.06439846006483585,0.5088429045092808,0.1,0.6,0.6,0.1,0.1,0.6,0.6,0.1,1398760984851863550.0,55,false
consensus,heterogeneous,22,149,0,2,2,0.7222222222222218,0.6666666666666666,0.625,0.944444444444445,0.3333333333333333,0.5300925925925924,0.0,0.54896253837081,0.8333333333333334,0.625,0.625,0.944444444444445,0.3333333333333333,0.5474537037037036,0.6722222222222224,0.01886994577821755,0.00150883466710638,0.2843707949625234,0.07603746162919,0.07603746162919,0.395481906073635,0.21562920503747668,0.1,0.6,0.6,0.1,0.1,0.6,0.6,0.1,1398760984851863550.0,55,false
consensus,heterogeneous,22,150,0,2,2,0.5,0.16666666666666666,0.7083333333333334,0.7222222222222218,0.555555555555555,0.3356481481481483,0.0,0.5373855971002902,0.5,0.4583333333333333,0.7916666666666666,0.7222222222222218,0.5,0.40393518518518495,0.5944444444444443,0.2017374489521419,0.13345041191510526,0.03738559710029021,0.0790522637669569,0.2542810695663764,0.18483662512193155,0.03738559710029021,0.1,0.6,0.6,0.1,0.1,0.6,0.6,0.1,1398760984851863550.0,55,false
consensus,heterogeneous,22,147,1,2,2,0.805555555555555,0.5416666666666666,0.5833333333333334,0.6111111111111116,0.44444444444444503,0.5636574074074071,0.0,0.5321028062092316,0.7777777777777782,0.625,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.5868055555555558,0.5972222222222223,-0.03155460119817555,0.05470274934632424,0.24567497156854667,0.09289719379076844,0.05123052712410181,0.13456386045743507,0.19876947287589825,0.1,0.6,0.6,0.1,0.1,0.6,0.6,0.1,5270796567387583500.0,50,false
consensus,heterogeneous,22,148,1,2,2,0.7222222222222218,0.9166666666666666,0.0,0.6111111111111116,0.11111111111111167,0.7893518518518515,0.0,0.5494688596571009,0.8611111111111116,0.9583333333333334,0.0,0.5,0.05555555555555499,0.8622685185185183,0.475,-0.23988299219475062,0.31279965886141736,0.3116422514540107,0.40886447367623246,0.5494688596571009,0.04946885965710091,0.49391330410154594,0.1,0.6,0.6,0.1,0.1,0.6,0.6,0.1,5270796567387583500.0,50,false
consensus,heterogeneous,22,149,0,2,2,0.7222222222222218,0.6666666666666666,0.625,0.944444444444445,0.3333333333333333,0.5300925925925924,0.0,0.529520162363138,0.8333333333333334,0.625,0.625,0.944444444444445,0.3333333333333333,0.5474537037037036,0.6722222222222224,-0.00057243022945441,0.01793354134056557,0.30381317097019533,0.09547983763686196,0.09547983763686196,0.41492428208130694,0.19618682902980472,0.1,0.6,0.6,0.1,0.1,0.6,0.6,0.1,5270796567387583500.0,50,false
consensus,heterogeneous,22,150,0,2,2,0.5,0.16666666666666666,0.7083333333333334,0.7222222222222218,0.555555555555555,0.3356481481481483,0.0,0.5145586393926662,0.5,0.4583333333333333,0.7916666666666666,0.7222222222222218,0.5,0.40393518518518495,0.5944444444444443,0.1789104912445179,0.11062345420748126,0.01455863939266622,0.0562253060593329,0.2771080272740004,0.20766358282955555,0.01455863939266622,0.1,0.6,0.6,0.1,0.1,0.6,0.6,0.1,5270796567387583500.0,50,false
