model_type,current_condition,selected_debate_id,pro_count,anti_count,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,use_distinct_agents,convergence_rate_sd,confidence_threshold_sd,repulsion_threshold_sd,repulsion_strength_sd,seed,convergence_cycle,speaking_mode,initial_variance,mae,opinion_variance,polarization_index,num_clusters,initial_num_clusters,neutral_zone_width,mean_net_repulsion_abs
consensus,heterogeneous,22,2,2,0.1,0.6,0.6,0.1,false,0.1,0.1,0.3,0.05,5270796567387583500.0,50,true,0.0,0.12401485093894711,0.00015353555144443,0.00008953521072327,1,3,0.0,0.0
consensus,heterogeneous,22,2,2,0.1,0.6,0.6,0.1,false,0.1,0.1,0.3,0.05,5289628370080352300.0,50,true,0.0,0.11504808026866432,0.00015353555144443,0.00008953521072327,1,3,0.0,0.0
consensus,heterogeneous,22,2,2,0.1,0.6,0.6,0.1,false,0.1,0.1,0.3,0.05,6823390941497223200.0,65,true,0.0,0.12007876751230163,0.00003295468098333,0.00001921772695901,1,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,6579312008936010800.0,35,true,0.0,0.15454608609759235,0.00001015011600375,0.00000677104572158,1,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,7961064913231669200.0,35,true,0.0,0.1545460860975923,0.00001015011600375,0.00000677104572158,1,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,5091642889372354600.0,35,true,0.0,0.15454608609759235,0.00001015011600375,0.00000677104572158,1,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,618952398593468420.0,35,true,0.0,0.15454608609759235,0.00001015011600375,0.00000677104572158,1,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,456152218367926270.0,35,true,0.0,0.1545460860975923,0.00001015011600376,0.00000677104572158,1,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,3446611970898041900.0,35,true,0.0,0.1545460860975923,0.00001015011600375,0.00000677104572158,1,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,2628232465145449500.0,35,true,0.0,0.15454608609759224,0.00001015011600376,0.00000677104572158,1,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,8810525594210242600.0,35,true,0.0,0.1545460860975923,0.00001015011600376,0.00000677104572158,1,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,1678023918209180670.0,35,true,0.0,0.15454608609759224,0.00001015011600376,0.00000677104572158,1,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,6604969221076703200.0,35,true,0.0,0.1545460860975923,0.00001015011600376,0.00000677104572158,1,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,882452717080495100.0,35,true,0.0,0.15454608609759235,0.00001015011600375,0.00000677104572158,1,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,1398760984851863550.0,35,true,0.0,0.1545460860975923,0.00001015011600375,0.00000677104572158,2,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,5270796567387583500.0,35,true,0.0,0.1545460860975923,0.00001015011600376,0.00000677104572158,2,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,6823390941497223200.0,35,true,0.0,0.1545460860975923,0.00001015011600376,0.00000677104572158,1,3,0.0,0.0
consensus,heterogeneous,15,2,2,0.2,0.5,0.5,0.1,false,0.1,0.0,0.2,0.1,5289628370080352300.0,35,true,0.0,0.15454608609759235,0.00001015011600375,0.00000677104572158,1,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,6579312008936010800.0,25,true,0.0,0.10362645249184765,0.00000409820984304,0.00000361832156592,1,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,5091642889372354600.0,25,true,0.0,0.10362645249184765,0.00000409820984304,0.00000361832156592,1,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,618952398593468420.0,25,true,0.0,0.10362645249184771,0.00000409820984304,0.00000361832156592,1,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,7961064913231669200.0,25,true,0.0,0.10362645249184763,0.00000409820984304,0.00000361832156592,1,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,3446611970898041900.0,25,true,0.0,0.11366039919488383,0.00000409820984304,0.00000361832156592,1,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,2628232465145449500.0,25,true,0.0,0.10362645249184763,0.00000409820984304,0.00000361832156592,1,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,456152218367926270.0,25,true,0.0,0.11077546009904979,0.00000409820984304,0.00000361832156592,1,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,8810525594210242600.0,25,true,0.0,0.10362645249184765,0.00000409820984304,0.00000361832156592,1,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,1678023918209180670.0,25,true,0.0,0.10362645249184771,0.00000409820984304,0.00000361832156592,2,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,1398760984851863550.0,25,true,0.0,0.10362645249184765,0.00000409820984304,0.00000361832156592,1,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,6604969221076703200.0,25,true,0.0,0.10362645249184768,0.00000409820984304,0.00000361832156592,1,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,882452717080495100.0,25,true,0.0,0.10362645249184768,0.00000409820984304,0.00000361832156592,2,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,5289628370080352300.0,25,true,0.0,0.10362645249184768,0.00000409820984304,0.00000361832156592,1,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,5270796567387583500.0,25,true,0.0,0.10362645249184765,0.00000409820984304,0.00000361832156592,2,3,0.0,0.0
consensus,heterogeneous,19,2,2,0.3,0.5,0.5,0.1,false,0.0,0.2,0.0,0.0,6823390941497223200.0,25,true,0.0,0.1036264524918476,0.00000409820984304,0.00000361832156592,1,3,0.0,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,7961064913231669200.0,40,true,0.0,0.05757995485383284,0.00006113237855057,0.00004565934902246,1,2,-0.39999999999999997,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,6579312008936010800.0,45,true,0.0,0.05908570428220786,0.00003660221322173,0.00002733793888132,1,2,-0.39999999999999997,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,5091642889372354600.0,45,true,0.0,0.05908570428220783,0.00003660221322173,0.00002733793888132,1,2,-0.39999999999999997,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,618952398593468420.0,45,true,0.0,0.05908570428220783,0.00003660221322173,0.00002733793888133,1,2,-0.39999999999999997,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,3446611970898041900.0,35,true,0.0,0.05563399139647514,0.00010210223312485,0.00007625944890012,1,2,-0.39999999999999997,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,456152218367926270.0,40,true,0.0,0.05757995485383284,0.00006113237855057,0.00004565934902246,1,2,-0.39999999999999997,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,8810525594210242600.0,45,true,0.0,0.05908570428220783,0.00003660221322173,0.00002733793888133,1,2,-0.39999999999999997,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,2628232465145449500.0,45,true,0.0,0.05908570428220782,0.00003660221322173,0.00002733793888132,1,2,-0.39999999999999997,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,882452717080495100.0,35,true,0.0,0.05563399139647508,0.00010210223312485,0.00007625944890012,1,2,-0.39999999999999997,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,1678023918209180670.0,35,true,0.0,0.05563399139647514,0.00010210223312485,0.00007625944890012,1,2,-0.39999999999999997,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,6604969221076703200.0,45,true,0.0,0.05908570428220782,0.00003660221322173,0.00002733793888133,1,2,-0.39999999999999997,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,1398760984851863550.0,45,true,0.0,0.05908570428220786,0.00003660221322173,0.00002733793888132,1,2,-0.39999999999999997,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,5270796567387583500.0,40,true,0.0,0.05757995485383284,0.00006113237855057,0.00004565934902246,1,2,-0.39999999999999997,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,5289628370080352300.0,45,true,0.0,0.05908570428220782,0.00003660221322173,0.00002733793888133,1,2,-0.39999999999999997,0.0
consensus,homogeneous,29,0,4,0.1,0.6,0.2,0.1,false,0.0,0.3,0.2,0.1,6823390941497223200.0,45,true,0.0,0.05908570428220786,0.00003660221322173,0.00002733793888133,1,2,-0.39999999999999997,0.0
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,7961064913231669200.0,50,true,0.0,0.09771697273909621,0.00007445418787537,0.00005623231281013,1,4,-0.6,3.4285714285714284
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,6579312008936010800.0,50,true,0.0,0.0989125132065849,0.00007445418787537,0.00005623231281013,1,4,-0.6,3.4285714285714284
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,618952398593468420.0,55,true,0.0,0.0970861477288683,0.00004457847256198,0.00003366836285823,1,4,-0.6,3.4285714285714284
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,5091642889372354600.0,55,true,0.0,0.10024992202269212,0.00004457847256198,0.00003366836285823,1,4,-0.6,3.4285714285714284
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,8810525594210242600.0,50,true,0.0,0.09947749848620213,0.00007445418787537,0.00005623231281013,1,4,-0.6,3.4285714285714284
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,456152218367926270.0,55,true,0.0,0.0982158611054704,0.00004457847256198,0.00003366836285823,1,4,-0.6,3.4285714285714284
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,3446611970898041900.0,55,true,0.0,0.09686928348487327,0.00004457847256198,0.00003366836285823,1,4,-0.6,3.4285714285714284
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,2628232465145449500.0,55,true,0.0,0.09970704335178818,0.00004457847256198,0.00003366836285823,1,4,-0.6,3.4285714285714284
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,1678023918209180670.0,50,true,0.0,0.09598160936540809,0.00007445418787537,0.00005623231281013,1,4,-0.6,3.4285714285714284
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,6604969221076703200.0,50,true,0.0,0.0971660972210292,0.00007445418787537,0.00005623231281013,1,4,-0.6,3.4285714285714284
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,1398760984851863550.0,55,true,0.0,0.09897874982548693,0.00004457847256198,0.00003366836285823,1,4,-0.6,3.4285714285714284
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,882452717080495100.0,55,true,0.0,0.09871792604967687,0.00004457847256198,0.00003366836285823,1,4,-0.6,3.4285714285714284
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,5270796567387583500.0,50,true,0.0,0.09727052645178387,0.00007445418787537,0.00005623231281013,1,4,-0.6,3.4285714285714284
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,5289628370080352300.0,50,true,0.0,0.09754621206211832,0.00007445418787537,0.00005623231281013,1,4,-0.6,3.4285714285714284
consensus,heterogeneous,8,3,4,0.1,0.6,0.0,0.3,false,0.1,0.3,0.2,0.2,6823390941497223200.0,50,true,0.0,0.09541190458970095,0.00007445418787537,0.00005623231281013,1,4,-0.6,3.4285714285714284
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,7961064913231669200.0,20,true,0.0,0.09323617683312208,0.00001266760796926,0.00000727526903445,2,3,-0.09999999999999998,0.0
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,5091642889372354600.0,25,true,0.0,0.06596398991710578,0.00000249392777337,0.00000143231425758,1,3,-0.09999999999999998,0.0
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,618952398593468420.0,25,true,0.0,0.06741312218719779,0.00000249392777337,0.00000143231425758,1,3,-0.09999999999999998,0.0
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,6579312008936010800.0,25,true,0.0,0.05341725416643111,0.00000249392777337,0.00000143231425758,1,3,-0.09999999999999998,0.0
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,456152218367926270.0,20,true,0.0,0.06677013662071835,0.00001266760796926,0.00000727526903445,1,3,-0.09999999999999998,0.0
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,3446611970898041900.0,25,true,0.0,0.07638985786028013,0.00000249392777337,0.00000143231425758,1,3,-0.09999999999999998,0.0
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,8810525594210242600.0,25,true,0.0,0.06395910087392316,0.00000249392777337,0.00000143231425758,1,3,-0.09999999999999998,0.0
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,2628232465145449500.0,25,true,0.0,0.08588720035837061,0.00000249392777337,0.00000143231425758,1,3,-0.09999999999999998,0.0
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,1398760984851863550.0,25,true,0.0,0.05306732828017838,0.00000249392777337,0.00000143231425758,1,3,-0.09999999999999998,0.0
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,1678023918209180670.0,25,true,0.0,0.07991962810635785,0.00000249392777337,0.00000143231425758,1,3,-0.09999999999999998,0.0
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,6604969221076703200.0,25,true,0.0,0.07744759851866705,0.00000249392777337,0.00000143231425758,1,3,-0.09999999999999998,0.0
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,882452717080495100.0,25,true,0.0,0.0762341318860203,0.00000249392777337,0.00000143231425758,1,3,-0.09999999999999998,0.0
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,5289628370080352300.0,25,true,0.0,0.0674854905120277,0.00000249392777337,0.00000143231425758,1,3,-0.09999999999999998,0.0
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,6823390941497223200.0,25,true,0.0,0.08123147151748525,0.00000249392777337,0.00000143231425758,1,3,-0.09999999999999998,0.0
consensus,homogeneous,36,0,6,0.3,0.6,0.5,0.1,false,0.05,0.3,0.1,0.0,5270796567387583500.0,25,true,0.0,0.06632712669938466,0.00000249392777337,0.00000143231425758,1,3,-0.09999999999999998,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,6579312008936010800.0,25,true,0.0,0.0658904775837526,0.00000387433579171,0.00000224948754541,1,4,0.20000000000000007,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,618952398593468420.0,25,true,0.0,0.08447481601292549,0.00000387433579171,0.00000224948754541,1,4,0.20000000000000007,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,5091642889372354600.0,25,true,0.0,0.06430010715102116,0.00000387433579171,0.00000224948754541,1,4,0.20000000000000007,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,7961064913231669200.0,25,true,0.0,0.0626435318153827,0.00000387433579171,0.00000224948754541,1,4,0.20000000000000007,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,2628232465145449500.0,25,true,0.0,0.06629657482470407,0.00000387433579171,0.00000224948754541,1,4,0.20000000000000007,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,3446611970898041900.0,25,true,0.0,0.09151592366809616,0.00000387433579171,0.00000224948754541,1,4,0.20000000000000007,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,8810525594210242600.0,25,true,0.0,0.0711651059296864,0.00000387433579171,0.00000224948754541,1,4,0.20000000000000007,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,456152218367926270.0,25,true,0.0,0.06413265819672276,0.00000387433579171,0.00000224948754541,1,4,0.20000000000000007,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,1398760984851863550.0,25,true,0.0,0.06491579045390028,0.00000387433579171,0.00000224948754541,1,4,0.20000000000000007,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,6604969221076703200.0,25,true,0.0,0.0619758473187232,0.00000387433579171,0.00000224948754541,1,4,0.20000000000000007,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,882452717080495100.0,25,true,0.0,0.0799570217822203,0.00000387433579171,0.00000224948754541,2,4,0.20000000000000007,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,1678023918209180670.0,25,true,0.0,0.07978906760745505,0.00000387433579171,0.00000224948754541,2,4,0.20000000000000007,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,6823390941497223200.0,25,true,0.0,0.06517889654058903,0.00000387433579171,0.00000224948754541,1,4,0.20000000000000007,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,5289628370080352300.0,25,true,0.0,0.06687280808213374,0.00000387433579171,0.00000224948754541,1,4,0.20000000000000007,0.0
consensus,homogeneous,23,0,5,0.3,0.6,0.8,0.3,false,0.05,0.2,0.2,0.05,5270796567387583500.0,25,true,0.0,0.06379741708474887,0.00000387433579171,0.00000224948754541,1,4,0.20000000000000007,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,5108037849753243600.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,599260260783050750.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,3165118706031121400.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,8151887465685377000.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,3794282318118145000.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,5576601392690618400.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,7500710846097874900.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,3413911939801646100.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,4432464224430073900.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,6603758411652679700.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,7179043909987328000.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,4210327001835109400.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,4725690850412381200.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,4898716312282833900.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,unknown,49,0,0,0.2,0.2,0.8,0.3,false,0.0,0.0,0.1,0.05,5956375827241809900.0,100,true,0.0,0.0,0.0,0.0,0,0,0.6000000000000001,0.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,3165118706031121400.0,30,true,0.0,0.08430795645387028,0.00001585513210942,0.0000112080891256,1,4,-0.6,3.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,599260260783050750.0,30,true,0.0,0.08576160320096049,0.00001585513210942,0.0000112080891256,1,4,-0.6,3.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,8151887465685377000.0,30,true,0.0,0.08430795645387025,0.00001585513210942,0.0000112080891256,1,4,-0.6,3.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,5108037849753243600.0,30,true,0.0,0.08891745058078221,0.00001585513210942,0.0000112080891256,1,4,-0.6,3.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,3794282318118145000.0,30,true,0.0,0.08430795645387025,0.00001585513210942,0.0000112080891256,1,4,-0.6,3.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,5576601392690618400.0,30,true,0.0,0.08430795645387028,0.00001585513210942,0.0000112080891256,1,4,-0.6,3.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,7500710846097874900.0,35,true,0.0,0.0855677332157051,0.00000552834273149,0.00000390801903282,1,4,-0.6,3.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,3413911939801646100.0,35,true,0.0,0.09369144073440594,0.00000552834273149,0.00000390801903282,1,4,-0.6,3.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,4210327001835109400.0,30,true,0.0,0.08916458027192187,0.00001585513210942,0.0000112080891256,1,4,-0.6,3.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,7179043909987328000.0,30,true,0.0,0.08642850621110104,0.00001585513210942,0.0000112080891256,1,4,-0.6,3.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,4432464224430073900.0,35,true,0.0,0.08556773321570511,0.00000552834273149,0.00000390801903282,1,4,-0.6,3.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,6603758411652679700.0,35,true,0.0,0.08556773321570514,0.00000552834273149,0.00000390801903282,1,4,-0.6,3.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,4725690850412381200.0,30,true,0.0,0.09495710323930646,0.00001585513210942,0.0000112080891256,1,4,-0.6,3.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,4898716312282833900.0,30,true,0.0,0.08878102300540362,0.00001585513210942,0.0000112080891256,1,4,-0.6,3.0
consensus,heterogeneous,13,3,3,0.2,0.6,0.0,0.1,false,0.2,0.3,0.2,0.2,5956375827241809900.0,35,true,0.0,0.08556773321570511,0.00000552834273149,0.00000390801903282,1,4,-0.6,3.0
consensus,heterogeneous,3,3,3,0.3,0.5,0.6,0.1,false,0.0,0.3,0.2,0.05,8151887465685377000.0,30,true,0.0,0.15371835357486469,0.00000152016060486,0.00000113774100921,1,4,0.09999999999999998,0.0
consensus,heterogeneous,3,3,3,0.3,0.5,0.6,0.1,false,0.0,0.3,0.2,0.05,599260260783050750.0,30,true,0.0,0.15371835357486466,0.00000152016060486,0.00000113774100921,1,4,0.09999999999999998,0.0
consensus,heterogeneous,3,3,3,0.3,0.5,0.6,0.1,false,0.0,0.3,0.2,0.05,5108037849753243600.0,30,true,0.0,0.171707230553673,0.00000152016060486,0.00000113774100921,2,4,0.09999999999999998,0.0
