model_type,current_condition,selected_debate_id,pro_count,anti_count,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,use_heterogeneous_agents,convergence_rate_sd,confidence_threshold_sd,repulsion_threshold_sd,repulsion_strength_sd,seed,convergence_cycle,mae,opinion_variance,polarization_index,num_clusters,initial_num_clusters,neutral_zone_width,mean_net_repulsion_abs,homophily_strength
consensus,heterogeneous,21,3,3,0.2,0.2,0.6,0.1,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,25,0.108909451401166,2.86579406427E-06,1.83989711791E-06,1,4,0.4,0,0.5
consensus,heterogeneous,21,3,3,0.2,0.2,0.6,0.1,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,25,0.108909451401166,2.86579406427E-06,1.83989711791E-06,1,4,0.4,0,0.5
consensus,heterogeneous,21,3,3,0.2,0.2,0.6,0.1,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,25,0.108909451401166,2.86579406427E-06,1.83989711791E-06,1,4,0.4,0,0.5
consensus,heterogeneous,21,3,3,0.2,0.2,0.6,0.1,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,25,0.108909451401166,2.86579406427E-06,1.83989711791E-06,1,4,0.4,0,0.5
consensus,heterogeneous,21,3,3,0.2,0.2,0.6,0.1,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,25,0.108909451401166,2.86579406427E-06,1.83989711791E-06,1,4,0.4,0,0.5
consensus,heterogeneous,21,3,3,0.2,0.2,0.6,0.1,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,25,0.108909451401166,2.86579406427E-06,1.83989711791E-06,1,4,0.4,0,0.5
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,21,3,3,0.2,0.2,0.6,0.1,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,25,0.108909451401166,2.86579406427E-06,1.83989711791E-06,1,4,0.4,0,0.5
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,13,2,2,0.1,0.2,0.8,0.2,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,35,0.163257826962825,4.370051568726E-05,2.735894181867E-05,1,2,0.6,0,1
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,4.39889510625904E+018,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,7.24071359189169E+018,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,7.13900204836315E+018,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,7.13900204836315E+018,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,8.63617513033061E+018,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,7.12889348418325E+018,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,7.13900204836315E+018,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,8.80361844505413E+018,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,7.12889348418325E+018,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,5.70257702789059E+018,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,8.80361844505413E+018,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,1.09591146466576E+017,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,4.34257261248481E+018,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,7.04337208916658E+018,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,4.28636038694465E+018,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,7.04337208916658E+018,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,1.84114252416859E+018,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,6.90547037085634E+018,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,7.24071359189169E+018,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,4.47792793694704E+018,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,5.70257702789059E+018,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,7.24071359189169E+018,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,4.34257261248481E+018,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,4.39889510625904E+018,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,1.84114252416859E+018,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,6.90547037085634E+018,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,4.6926904669588E+018,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,heterogeneous,41,1,2,0.2,0.4,0.5,0.1,true,0,0.3,0,0,4.6926904669588E+018,25,0.0855674831607727,0.0000078164079626,3.23784516041E-06,2,2,0.1,0,0.3
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,4.47792793694704E+018,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,1.09591146466576E+017,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,4.28636038694465E+018,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,homogeneous,11,0,5,0.2,0.2,0.5,0.1,true,0.2,0.2,0.2,0,8.63617513033061E+018,20,0.0553236514049205,0.00101010451554438,0.00085645045841152,2,3,0.3,0,1
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,5.70257702789059E+018,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,4.28636038694465E+018,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,6.90547037085634E+018,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,8.63617513033061E+018,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,4.6926904669588E+018,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,1.84114252416859E+018,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,7.12889348418325E+018,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,4.47792793694704E+018,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,8.80361844505413E+018,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,4.39889510625904E+018,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,7.04337208916658E+018,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,1.09591146466576E+017,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,homogeneous,30,0,5,0.5,0.8,0.6,0.3,true,0,0,0.3,0.05,4.34257261248481E+018,15,0.0654685729338995,1.019376133E-08,1.327271141E-08,1,4,-0.2,0,0.7
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,7.24071359189169E+018,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,7.13900204836315E+018,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,8.63617513033061E+018,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,4.6926904669588E+018,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,8.63617513033061E+018,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,6.90547037085634E+018,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,8.63617513033061E+018,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,5.70257702789059E+018,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,5.70257702789059E+018,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,4.34257261248481E+018,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,4.6926904669588E+018,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,4.6926904669588E+018,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,7.13900204836315E+018,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,7.13900204836315E+018,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,4.39889510625904E+018,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,1.09591146466576E+017,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,7.24071359189169E+018,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,4.28636038694465E+018,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,7.24071359189169E+018,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,4.47792793694704E+018,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,4.39889510625904E+018,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,1.84114252416859E+018,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,1.84114252416859E+018,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,7.12889348418325E+018,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,7.04337208916658E+018,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,4.39889510625904E+018,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,4.34257261248481E+018,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,1.09591146466576E+017,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,7.04337208916658E+018,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,4.34257261248481E+018,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,1.84114252416859E+018,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,1.09591146466576E+017,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,6.90547037085634E+018,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,8.80361844505413E+018,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,4.47792793694704E+018,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,4.28636038694465E+018,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,heterogeneous,28,3,3,0.1,0.4,0,0.2,true,0.1,0.3,0.1,0.2,8.80361844505413E+018,55,0.0666504958157442,0.00116145295123666,0.00140880964899057,2,4,-0.4,1.5,0.7
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,6.90547037085634E+018,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,7.04337208916658E+018,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,7.12889348418325E+018,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,8.80361844505413E+018,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.3,0.2,5.70257702789059E+018,55,0.168429353471969,0.00034460743724078,0.00032024859099483,1,3,0.1,0,0.7
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,4.28636038694465E+018,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,4.47792793694704E+018,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,homogeneous,39,0,4,0.5,0.4,0,0.1,true,0.05,0,0,0.2,7.12889348418325E+018,15,0.064200324278786,3.38877957E-09,4.15216327E-09,1,2,-0.4,0,0.5
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,7.24071359189169E+018,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,4.6926904669588E+018,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,4.39889510625904E+018,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,8.80361844505413E+018,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,7.13900204836315E+018,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,8.63617513033061E+018,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,1.84114252416859E+018,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,7.04337208916658E+018,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,7.12889348418325E+018,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,4.47792793694704E+018,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,5.70257702789059E+018,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,6.90547037085634E+018,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,1.09591146466576E+017,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,4.34257261248481E+018,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,heterogeneous,15,3,3,0.1,0.2,0.5,0.3,true,0.05,0,0.2,0.05,4.28636038694465E+018,30,0.0774381895721525,0.00025505135286469,0.00030522048611616,2,4,0.3,0,1
consensus,homogeneous,31,0,4,0.1,0.4,0.6,0.3,true,0,0.1,0.3,0.05,7.13900204836315E+018,35,0.0505116740120643,3.402372864609E-05,1.613447491519E-05,1,3,0.2,0,0.3
consensus,heterogeneous,29,2,2,0.1,0.6,0.5,0.1,true,0.05,0.1,0.1,0.05,7.24071359189169E+018,45,0.162143283814392,0.00012676443902515,0.00011620264402471,1,3,-0.1,0,1
consensus,heterogeneous,29,2,2,0.1,0.6,0.5,0.1,true,0.05,0.1,0.1,0.05,7.13900204836315E+018,45,0.162143283814392,0.00012676443902515,0.00011620264402471,1,3,-0.1,0,1
consensus,heterogeneous,29,2,2,0.1,0.6,0.5,0.1,true,0.05,0.1,0.1,0.05,7.12889348418325E+018,45,0.162143283814392,0.00012676443902515,0.00011620264402471,1,3,-0.1,0,1
consensus,heterogeneous,29,2,2,0.1,0.6,0.5,0.1,true,0.05,0.1,0.1,0.05,4.6926904669588E+018,45,0.162143283814392,0.00012676443902515,0.00011620264402471,1,3,-0.1,0,1
consensus,homogeneous,31,0,4,0.1,0.4,0.6,0.3,true,0,0.1,0.3,0.05,7.24071359189169E+018,35,0.0505116740120643,3.402372864609E-05,1.613447491519E-05,1,3,0.2,0,0.3
consensus,heterogeneous,29,2,2,0.1,0.6,0.5,0.1,true,0.05,0.1,0.1,0.05,4.47792793694704E+018,45,0.162143283814392,0.00012676443902515,0.00011620264402471,1,3,-0.1,0,1
consensus,heterogeneous,29,2,2,0.1,0.6,0.5,0.1,true,0.05,0.1,0.1,0.05,7.04337208916658E+018,45,0.162143283814392,0.00012676443902515,0.00011620264402471,1,3,-0.1,0,1
