model_type,current_condition,selected_debate_id,pro_count,anti_count,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,use_heterogeneous_agents,convergence_rate_sd,confidence_threshold_sd,repulsion_threshold_sd,repulsion_strength_sd,seed,convergence_cycle,mae,opinion_variance,polarization_index,num_clusters,initial_num_clusters,neutral_zone_width,mean_net_repulsion_abs,homophily_strength
clustering,heterogeneous,18,2,2,0.2,0.3,0,0.3,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,20,0.0949058782700904,3.9827576015E-07,1.8053053409E-07,1,3,-0.3,1.75,0.5
clustering,heterogeneous,4,3,3,0.4,0.6,0.8,0.1,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,15,0.154658512648202,1.463859658E-08,8.39718161E-09,1,4,0.2,0,1
clustering,heterogeneous,4,3,3,0.4,0.6,0.8,0.1,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,15,0.154658512648202,1.463859658E-08,8.39718161E-09,1,4,0.2,0,1
clustering,heterogeneous,4,3,3,0.4,0.6,0.8,0.1,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,15,0.154658512648202,1.463859658E-08,8.39718161E-09,1,4,0.2,0,1
clustering,heterogeneous,4,3,3,0.4,0.6,0.8,0.1,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,15,0.154658512648202,1.463859658E-08,8.39718161E-09,1,4,0.2,0,1
clustering,heterogeneous,4,3,3,0.4,0.6,0.8,0.1,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,15,0.154658512648202,1.463859658E-08,8.39718161E-09,1,4,0.2,0,1
clustering,heterogeneous,4,3,3,0.4,0.6,0.8,0.1,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,15,0.154658512648202,1.463859658E-08,8.39718161E-09,1,4,0.2,0,1
clustering,heterogeneous,4,3,3,0.4,0.6,0.8,0.1,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,15,0.154658512648202,1.463859658E-08,8.39718161E-09,1,4,0.2,0,1
clustering,heterogeneous,4,3,3,0.4,0.6,0.8,0.1,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,15,0.154658512648202,1.463859658E-08,8.39718161E-09,1,4,0.2,0,1
clustering,heterogeneous,4,3,3,0.4,0.6,0.8,0.1,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,15,0.154658512648202,1.463859658E-08,8.39718161E-09,1,4,0.2,0,1
clustering,heterogeneous,4,3,3,0.4,0.6,0.8,0.1,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,15,0.154658512648202,1.463859658E-08,8.39718161E-09,1,4,0.2,0,1
clustering,heterogeneous,18,2,2,0.2,0.3,0,0.3,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,20,0.0949058782700904,3.9827576015E-07,1.8053053409E-07,1,3,-0.3,1.75,0.5
clustering,heterogeneous,18,2,2,0.2,0.3,0,0.3,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,20,0.0949058782700904,3.9827576015E-07,1.8053053409E-07,1,3,-0.3,1.75,0.5
clustering,heterogeneous,4,3,3,0.4,0.6,0.8,0.1,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,15,0.154658512648202,1.463859658E-08,8.39718161E-09,1,4,0.2,0,1
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,homogeneous,43,0,5,0.3,0.6,0.5,0.3,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,15,0.0451116713521162,0.0000000076441466,4.17725212E-09,1,3,-0.1,0,0.5
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,heterogeneous,28,3,3,0.1,0.5,0.8,0.1,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,30,0.0766073863313034,5.039951183333E-05,3.135694729004E-05,1,4,0.3,0,0
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,homogeneous,31,0,4,0.1,0.2,0.8,0.3,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,25,0.0503315579665957,2.189368463449E-05,1.383731713511E-05,1,3,0.6,0,0
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,heterogeneous,40,2,2,0.4,0.4,0.6,0.3,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,15,0.046644881093472,2.982536E-11,1.682798E-11,1,3,0.2,0,0.7
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,5.70257702789059E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,4.39889510625904E+018,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,8.63617513033061E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,7.24071359189169E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,homogeneous,39,0,4,0.1,0.7,0.8,0.1,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,25,0.0636064814451381,5.66813785452E-06,4.46200514465E-06,1,2,0.1,0,0.5
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,8.80361844505413E+018,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,7.13900204836315E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,4.6926904669588E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,6.90547037085634E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,4.34257261248481E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,1.84114252416859E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,4.47792793694704E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,heterogeneous,21,3,3,0.3,0.3,0.6,0.1,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,15,0.109486768312515,2.6944488501E-07,1.7636037144E-07,1,4,0.3,0,0.5
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,1.09591146466576E+017,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,7.12889348418325E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,4.28636038694465E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,13,2,2,0.1,0.3,0.8,0.2,false,0.05,0.1,0.1,0.05,7.04337208916658E+018,15,0.0636123001615089,0.0273107844387092,0.0241432521033241,2,2,0.5,0,1
clustering,heterogeneous,41,1,2,0.3,0.4,0.5,0.1,true,0,0.3,0.1,0.05,4.47792793694704E+018,15,0.0831402307442689,1.24334527E-09,6.0252598E-10,1,2,0.1,0,0.3
clustering,heterogeneous,41,1,2,0.3,0.4,0.5,0.1,true,0,0.3,0.1,0.05,1.84114252416859E+018,15,0.0831402307442689,1.24334527E-09,6.0252598E-10,1,2,0.1,0,0.3
clustering,heterogeneous,41,1,2,0.3,0.4,0.5,0.1,true,0,0.3,0.1,0.05,4.6926904669588E+018,15,0.0831402307442689,1.24334527E-09,6.0252598E-10,1,2,0.1,0,0.3
clustering,heterogeneous,41,1,2,0.3,0.4,0.5,0.1,true,0,0.3,0.1,0.05,7.04337208916658E+018,15,0.0831402307442689,1.24334527E-09,6.0252598E-10,1,2,0.1,0,0.3
clustering,heterogeneous,41,1,2,0.3,0.4,0.5,0.1,true,0,0.3,0.1,0.05,4.39889510625904E+018,15,0.0831402307442689,1.24334527E-09,6.0252598E-10,1,2,0.1,0,0.3
clustering,heterogeneous,41,1,2,0.3,0.4,0.5,0.1,true,0,0.3,0.1,0.05,6.90547037085634E+018,15,0.0831402307442689,1.24334527E-09,6.0252598E-10,1,2,0.1,0,0.3
clustering,heterogeneous,41,1,2,0.3,0.4,0.5,0.1,true,0,0.3,0.1,0.05,7.12889348418325E+018,15,0.0831402307442689,1.24334527E-09,6.0252598E-10,1,2,0.1,0,0.3
clustering,heterogeneous,41,1,2,0.3,0.4,0.5,0.1,true,0,0.3,0.1,0.05,8.80361844505413E+018,15,0.0831402307442689,1.24334527E-09,6.0252598E-10,1,2,0.1,0,0.3
clustering,heterogeneous,41,1,2,0.3,0.4,0.5,0.1,true,0,0.3,0.1,0.05,4.28636038694465E+018,15,0.0831402307442689,1.24334527E-09,6.0252598E-10,1,2,0.1,0,0.3
clustering,heterogeneous,41,1,2,0.3,0.4,0.5,0.1,true,0,0.3,0.1,0.05,4.34257261248481E+018,15,0.0831402307442689,1.24334527E-09,6.0252598E-10,1,2,0.1,0,0.3
clustering,heterogeneous,41,1,2,0.3,0.4,0.5,0.1,true,0,0.3,0.1,0.05,7.24071359189169E+018,15,0.0831402307442689,1.24334527E-09,6.0252598E-10,1,2,0.1,0,0.3
clustering,heterogeneous,41,1,2,0.3,0.4,0.5,0.1,true,0,0.3,0.1,0.05,7.13900204836315E+018,15,0.0831402307442689,1.24334527E-09,6.0252598E-10,1,2,0.1,0,0.3
clustering,heterogeneous,41,1,2,0.3,0.4,0.5,0.1,true,0,0.3,0.1,0.05,5.70257702789059E+018,15,0.0831402307442689,1.24334527E-09,6.0252598E-10,1,2,0.1,0,0.3
