model_type,current_condition,selected_debate_id,agent_id,pro_reduction,pro_count,anti_count,subfactor_1_t1,subfactor_2_t1,subfactor_3_t1,subfactor_4_t1,subfactor_5_t1,initial_opinion,initial_variance,opinion,subfactor_1_t2,subfactor_2_t2,subfactor_3_t2,subfactor_4_t2,subfactor_5_t2,final_attitude,mean_t2_subfactors,opinion_change,individual_error,error_sub1,error_sub2,error_sub3,error_sub4,error_sub5,agent_convergence_rate,agent_confidence_threshold,agent_repulsion_threshold,agent_repulsion_strength,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,seed,homophily_strength,convergence_cycle,use_distinct_agents
clustering,heterogeneous,41,200,1,1,2,0.8611111111111116,0.7916666666666666,0.2916666666666667,0.6111111111111116,0.3333333333333333,0.7071759259259259,0.0,0.5349975245959007,0.8888888888888884,0.7916666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6979166666666666,0.6027777777777776,-0.17217840133002527,0.16291914207076597,0.35389136429298773,0.25666914207076597,0.20166419126256735,0.13166914207076597,0.20166419126256735,0.3,0.6212185835013789,0.5663382473183769,0.1697437380757823,0.3,0.4,0.5,0.1,8636175130330607600.0,0.3,25,true
clustering,heterogeneous,41,200,1,1,2,0.8611111111111116,0.7916666666666666,0.2916666666666667,0.6111111111111116,0.3333333333333333,0.7071759259259259,0.0,0.5171235892892366,0.8888888888888884,0.7916666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6979166666666666,0.6027777777777776,-0.1900523366366893,0.18079307737743,0.37176529959965177,0.27454307737743,0.18379025595590331,0.14954307737743,0.18379025595590331,0.3,0.6212185835013789,0.5663382473183769,0.1697437380757823,0.3,0.4,0.5,0.1,5702577027890589700.0,0.3,25,true
clustering,heterogeneous,41,202,0,1,2,0.44444444444444503,0.6666666666666666,0.5,0.944444444444445,0.38888888888888834,0.4722222222222223,0.0,0.5101427791409983,0.555555555555555,0.8333333333333334,0.5416666666666666,0.944444444444445,0.7222222222222218,0.4791666666666666,0.7194444444444443,0.03792055691877594,0.03097611247433169,0.04541277641455677,0.3231905541923351,0.03152388752566837,0.4343016653034467,0.2120794430812235,0.3,0.3042545933905637,0.44488935304406363,0.09733655580515983,0.3,0.4,0.5,0.1,8803618445054126100.0,0.3,25,true
clustering,heterogeneous,41,202,0,1,2,0.44444444444444503,0.6666666666666666,0.5,0.944444444444445,0.38888888888888834,0.4722222222222223,0.0,0.5374362334528476,0.555555555555555,0.8333333333333334,0.5416666666666666,0.944444444444445,0.7222222222222218,0.4791666666666666,0.7194444444444443,0.06521401123062531,0.05826956678618106,0.01811932210270739,0.29589709988048574,0.004230433213819,0.40700821099159734,0.18478598876937413,0.3,0.3042545933905637,0.44488935304406363,0.09733655580515983,0.3,0.4,0.5,0.1,6905470370856337400.0,0.3,25,true
clustering,heterogeneous,41,201,0,1,2,0.6111111111111116,0.5416666666666666,0.75,1.0,0.555555555555555,0.40393518518518534,0.0,0.4827736900142159,0.6111111111111116,0.5833333333333334,0.375,1.0,0.6666666666666666,0.4583333333333334,0.6472222222222224,0.07883850482903054,0.02444035668088246,0.12833742109689572,0.10055964331911749,0.10777369001421588,0.5172263099857841,0.18389297665245075,0.3,0.37525596400942174,0.6659259566295833,0.08806287733795257,0.3,0.4,0.5,0.1,4398895106259038200.0,0.3,25,true
clustering,heterogeneous,41,201,0,1,2,0.6111111111111116,0.5416666666666666,0.75,1.0,0.555555555555555,0.40393518518518534,0.0,0.5680925607109435,0.6111111111111116,0.5833333333333334,0.375,1.0,0.6666666666666666,0.4583333333333334,0.6472222222222224,0.16415737552575815,0.10975922737761007,0.04301855040016811,0.01524077262238988,0.1930925607109435,0.4319074392890565,0.09857410595572313,0.3,0.37525596400942174,0.6659259566295833,0.08806287733795257,0.3,0.4,0.5,0.1,7043372089166577700.0,0.3,25,true
clustering,heterogeneous,41,200,1,1,2,0.8611111111111116,0.7916666666666666,0.2916666666666667,0.6111111111111116,0.3333333333333333,0.7071759259259259,0.0,0.5027729955442816,0.8888888888888884,0.7916666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6979166666666666,0.6027777777777776,-0.20440293038164437,0.19514367112238507,0.38611589334460683,0.28889367112238507,0.16943966221094825,0.16389367112238507,0.16943966221094825,0.3,0.6212185835013789,0.5663382473183769,0.1697437380757823,0.3,0.4,0.5,0.1,109591146466576384.0,0.3,25,true
clustering,heterogeneous,41,200,1,1,2,0.8611111111111116,0.7916666666666666,0.2916666666666667,0.6111111111111116,0.3333333333333333,0.7071759259259259,0.0,0.5306600995079163,0.8888888888888884,0.7916666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6979166666666666,0.6027777777777776,-0.17651582641800967,0.16725656715875037,0.35822878938097213,0.26100656715875037,0.19732676617458295,0.13600656715875037,0.19732676617458295,0.3,0.6212185835013789,0.5663382473183769,0.1697437380757823,0.3,0.4,0.5,0.1,4342572612484808700.0,0.3,25,true
clustering,heterogeneous,41,201,0,1,2,0.6111111111111116,0.5416666666666666,0.75,1.0,0.555555555555555,0.40393518518518534,0.0,0.5421442599227908,0.6111111111111116,0.5833333333333334,0.375,1.0,0.6666666666666666,0.4583333333333334,0.6472222222222224,0.13820907473760546,0.08381092658945738,0.0689668511883208,0.04118907341054256,0.1671442599227908,0.4578557400772092,0.12452240674387582,0.3,0.37525596400942174,0.6659259566295833,0.08806287733795257,0.3,0.4,0.5,0.1,7128893484183252000.0,0.3,25,true
clustering,heterogeneous,41,201,0,1,2,0.6111111111111116,0.5416666666666666,0.75,1.0,0.555555555555555,0.40393518518518534,0.0,0.582891225892161,0.6111111111111116,0.5833333333333334,0.375,1.0,0.6666666666666666,0.4583333333333334,0.6472222222222224,0.17895604070697568,0.1245578925588276,0.02821988521895058,0.00044210744117235,0.20789122589216102,0.417108774107839,0.0837754407745056,0.3,0.37525596400942174,0.6659259566295833,0.08806287733795257,0.3,0.4,0.5,0.1,4692690466958798800.0,0.3,25,true
clustering,heterogeneous,41,201,0,1,2,0.6111111111111116,0.5416666666666666,0.75,1.0,0.555555555555555,0.40393518518518534,0.0,0.4847252273787736,0.6111111111111116,0.5833333333333334,0.375,1.0,0.6666666666666666,0.4583333333333334,0.6472222222222224,0.08079004219358826,0.02639189404544018,0.126385883732338,0.09860810595455977,0.1097252273787736,0.5152747726212263,0.18194143928789303,0.3,0.37525596400942174,0.6659259566295833,0.08806287733795257,0.3,0.4,0.5,0.1,1841142524168585220.0,0.3,25,true
clustering,heterogeneous,41,202,0,1,2,0.44444444444444503,0.6666666666666666,0.5,0.944444444444445,0.38888888888888834,0.4722222222222223,0.0,0.5690907900675269,0.555555555555555,0.8333333333333334,0.5416666666666666,0.944444444444445,0.7222222222222218,0.4791666666666666,0.7194444444444443,0.09686856784530462,0.08992412340086037,0.01353523451197192,0.26424254326580643,0.02742412340086031,0.37535365437691803,0.15313143215469482,0.3,0.3042545933905637,0.44488935304406363,0.09733655580515983,0.3,0.4,0.5,0.1,7043372089166577700.0,0.3,25,true
