model_type,current_condition,selected_debate_id,pro_count,anti_count,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,use_distinct_agents,convergence_rate_sd,confidence_threshold_sd,repulsion_threshold_sd,repulsion_strength_sd,seed,convergence_cycle,speaking_mode,initial_variance,mae,opinion_variance,polarization_index,num_clusters,initial_num_clusters,neutral_zone_width,mean_net_repulsion_abs,homophily_strength
clustering,heterogeneous,19,2,2,0.1,0.6,0.6,0.3,true,0.05,0.3,0.1,0.05,1841142524168585220.0,60,true,0.0,0.1486309258164974,0.00013001934848441,0.00007792345350965,2,3,0.0,0.0,1.0
clustering,heterogeneous,19,2,2,0.1,0.6,0.6,0.3,true,0.05,0.3,0.1,0.05,4286360386944651300.0,55,true,0.0,0.14675699857865382,0.00018146159052798,0.00010171751306627,2,3,0.0,0.0,1.0
clustering,heterogeneous,19,2,2,0.1,0.6,0.6,0.3,true,0.05,0.3,0.1,0.05,4477927936947039200.0,55,true,0.0,0.1490292208078329,0.00010336172562457,0.00004824561186416,1,3,0.0,0.0,1.0
clustering,heterogeneous,19,2,2,0.1,0.6,0.6,0.3,true,0.05,0.3,0.1,0.05,5702577027890589700.0,70,true,0.0,0.15245400400771603,0.00004837467708951,0.00003121273666548,1,3,0.0,0.0,1.0
clustering,homogeneous,50,0,6,0.5,0.6,0.8,0.1,true,0.0,0.1,0.1,0.05,7128893484183252000.0,15,true,0.0,0.08600852978032218,0.00000080512261929,0.00000049728979286,1,3,0.20000000000000007,0.0,0.0
clustering,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.1,0.05,4342572612484808700.0,40,true,0.0,0.12398847255853722,0.00241688324978184,0.00293459846622769,2,3,0.09999999999999998,0.0,0.7
clustering,homogeneous,50,0,6,0.5,0.6,0.8,0.1,true,0.0,0.1,0.1,0.05,4286360386944651300.0,15,true,0.0,0.0719938357598252,0.00000080512261929,0.00000049728979286,1,3,0.20000000000000007,0.0,0.0
clustering,homogeneous,50,0,6,0.5,0.6,0.8,0.1,true,0.0,0.1,0.1,0.05,4477927936947039200.0,15,true,0.0,0.07350773047186021,0.00000080512261929,0.00000049728979286,1,3,0.20000000000000007,0.0,0.0
clustering,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.1,0.05,4286360386944651300.0,40,true,0.0,0.11839191428147275,0.00270033836346344,0.00327762952870099,2,3,0.09999999999999998,0.0,0.7
clustering,heterogeneous,20,2,3,0.1,0.4,0.5,0.1,true,0.05,0.2,0.1,0.05,8803618445054126100.0,50,true,0.0,0.12729734555367464,0.00195730101581178,0.00237550957607818,2,3,0.09999999999999998,0.0,0.7
