model_type,current_condition,selected_debate_id,debate_label,current_experiment_id,use_distinct_agents,speaking_mode,seed,pro_count,anti_count,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,convergence_rate_sd,confidence_threshold_sd,repulsion_threshold_sd,repulsion_strength_sd,convergence_cycle,initial_variance,mae,opinion_variance,polarization_index,num_clusters,initial_num_clusters,neutral_zone_width,mean_net_repulsion_abs
clustering,heterogeneous,26,M24,clst_dist_nospeak,true,false,7139002048363152400.0,0,0,0.005,0.4,0.0,0.0,0.005,0.0,0.0,0.0,50,0.00943876457475996,0.05529351119640001,0.00228010067113375,0.00149415885254571,2,3,0.0,0.0
consensus,homogeneous,11,H4,cons_dist_nospeak,true,false,7240713591891685400.0,0,0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.00232084297839506,0.05471999880654309,0.00103651399955638,0.00056209023240571,2,2,0.0,0.0
clustering,homogeneous,11,H4,clst_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.02,0.6,0.0,0.0,0.05,0.1,0.1,0.05,25,0.00232084297839506,0.05475170739860574,0.00079012580725994,0.00032727929215469,2,2,0.0,0.0
consensus,heterogeneous,22,M2,cons_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.05,0.0,0.0,0.0,0.05,0.1,0.1,0.05,55,0.03720528978052128,0.15735089308956668,0.00022628229325046,0.00008732415873293,1,4,0.0,0.0
consensus,homogeneous,6,H18,cons_dist_nospeak,true,false,4692690466958798800.0,0,0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.00975649903013544,0.12362767237520547,0.00016553660796032,0.0000818651515851,2,2,0.0,0.0
clustering,homogeneous,8,H20,clst_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.05,0.1,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00048024369855967,0.06499713810374029,0.00012231451164793,0.00003968470266908,1,1,0.0,0.0
clustering,heterogeneous,14,M1,clst_dist_speak,true,true,6905470370856337400.0,0,0,0.02,0.1,0.0,0.0,0.02,0.01,0.0,0.0,15,0.0306388856143309,0.01583709666378261,0.03060032365688077,0.0229356954713852,3,3,0.0,0.0
clustering,heterogeneous,36,M35,clst_dist_speak,true,true,6905470370856337400.0,0,0,0.02,0.2,0.0,0.0,0.005,0.0,0.0,0.0,15,0.01380628072130774,0.03137438179987104,0.01325590984004457,0.00931969458099482,4,4,0.0,0.0
clustering,homogeneous,7,H19,clst_ndist_speak,false,true,7139002048363152400.0,0,0,0.1,0.4,0.0,0.0,0.05,0.1,0.1,0.05,40,0.00801496443234644,0.04936452140883096,0.00127058795656751,0.00078180528591019,2,3,0.0,0.0
bipolarization,heterogeneous,15,M10,bipol_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.005,0.3,0.4,0.05,0.05,0.1,0.1,0.05,20,0.01932656035665295,0.437962962962963,0.16000000000000006,0.24000000000000005,2,3,0.10000000000000003,1.6
consensus,homogeneous,7,H19,cons_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.01,0.0,0.0,0.0,0.05,0.1,0.1,0.05,30,0.00801496443234644,0.0436520936108065,0.00438765916908089,0.00271006184083417,3,3,0.0,0.0
consensus,homogeneous,5,H17,cons_dist_nospeak,true,false,6905470370856337400.0,0,0,0.02,0.0,0.0,0.0,0.005,0.0,0.0,0.0,55,0.00843213567863132,0.05413421334860943,0.00142146922823945,0.00070203447824175,2,3,0.0,0.0
clustering,homogeneous,11,H4,clst_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.1,0.1,0.0,0.0,0.05,0.1,0.1,0.05,20,0.00232084297839506,0.0552146227747808,0.00001034837553384,0.00000571967800154,1,2,0.0,0.0
no_change,heterogeneous,37,M36,no_change_exp,false,false,7240713591891685400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.02855030368548523,0.04166666666666653,0.02855030368548523,0.01334445641146547,4,4,0.0,0.0
consensus,heterogeneous,15,M10,cons_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.02,0.0,0.0,0.0,0.05,0.1,0.1,0.05,80,0.01932656035665295,0.08813490353533723,0.00076769437791712,0.00053889309985853,2,3,0.0,0.0
consensus,heterogeneous,41,M7,cons_dist_speak,true,true,8636175130330607600.0,0,0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,30,0.03543339668114619,0.06693114295891746,0.02697151820112413,0.02004839692673272,4,4,0.0,0.0
no_change,homogeneous,5,H17,no_change_exp,false,false,8636175130330607600.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.00843213567863132,0.05266203703703731,0.00843213567863132,0.00484274977137632,3,3,0.0,0.0
consensus,heterogeneous,15,M10,cons_ndist_nospeak,false,false,7139002048363152400.0,0,0,0.02,0.0,0.0,0.0,0.05,0.1,0.1,0.05,80,0.01932656035665295,0.08813490353533723,0.00076769437791712,0.00053889309985853,2,3,0.0,0.0
consensus,heterogeneous,29,M27,cons_ndist_speak,false,true,8636175130330607600.0,0,0,0.01,0.0,0.0,0.0,0.05,0.1,0.1,0.05,15,0.01066925416285628,0.02487242201976338,0.00983087027010016,0.00699521293773143,4,4,0.0,0.0
clustering,heterogeneous,36,M35,clst_dist_speak,true,true,7139002048363152400.0,0,0,0.02,0.2,0.0,0.0,0.005,0.0,0.0,0.0,15,0.01380628072130774,0.03195474670960175,0.01344477627028092,0.00931469432880325,4,4,0.0,0.0
clustering,homogeneous,12,H5,clst_ndist_speak,false,true,7139002048363152400.0,0,0,0.05,0.4,0.0,0.0,0.05,0.1,0.1,0.05,20,0.00413376628943758,0.04686530137376146,0.00214584546673639,0.00155006670123067,2,3,0.0,0.0
consensus,heterogeneous,15,M10,cons_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.02,0.0,0.0,0.0,0.05,0.1,0.1,0.05,80,0.01932656035665295,0.08813490353533723,0.00076769437791712,0.00053889309985853,2,3,0.0,0.0
clustering,heterogeneous,26,M24,clst_dist_nospeak,true,false,4692690466958798800.0,0,0,0.005,0.4,0.0,0.0,0.005,0.0,0.0,0.0,50,0.00943876457475996,0.05529351119640001,0.00228010067113375,0.00149415885254571,2,3,0.0,0.0
clustering,homogeneous,11,H4,clst_ndist_nospeak,false,false,7139002048363152400.0,0,0,0.1,0.1,0.0,0.0,0.05,0.1,0.1,0.05,20,0.00232084297839506,0.0552146227747808,0.00001034837553384,0.00000571967800154,1,2,0.0,0.0
consensus,heterogeneous,23,M20,cons_dist_nospeak,true,false,6905470370856337400.0,0,0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,60,0.01619926630551272,0.12085398715583832,0.00140737109476244,0.00092659279418275,2,3,0.0,0.0
no_change,heterogeneous,34,M33,no_change_exp,false,false,4692690466958798800.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01846828382201646,0.02343749999999999,0.01846828382201646,0.01452519504458163,3,3,0.0,0.0
clustering,heterogeneous,36,M35,clst_dist_speak,true,true,7240713591891685400.0,0,0,0.02,0.2,0.0,0.0,0.005,0.0,0.0,0.0,20,0.01380628072130774,0.03274729108148957,0.01285228435865976,0.00910128407246657,4,4,0.0,0.0
clustering,heterogeneous,26,M24,clst_dist_nospeak,true,false,6905470370856337400.0,0,0,0.005,0.4,0.0,0.0,0.005,0.0,0.0,0.0,50,0.00943876457475996,0.05529351119640001,0.00228010067113375,0.00149415885254571,2,3,0.0,0.0
consensus,homogeneous,13,H7,cons_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.005,0.0,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00399529565091067,0.04613116977687116,0.00361433766837835,0.0025053558860187,3,3,0.0,0.0
clustering,homogeneous,8,H20,clst_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.05,0.1,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00048024369855967,0.06499713810374029,0.00012231451164793,0.00003968470266908,1,1,0.0,0.0
clustering,homogeneous,12,H5,clst_ndist_speak,false,true,6905470370856337400.0,0,0,0.05,0.4,0.0,0.0,0.05,0.1,0.1,0.05,20,0.00413376628943758,0.05223996055933633,0.00219180744912941,0.00160180658989421,2,3,0.0,0.0
consensus,heterogeneous,40,M6,cons_ndist_speak,false,true,4692690466958798800.0,0,0,0.1,0.0,0.0,0.0,0.05,0.1,0.1,0.05,55,0.02801205751790883,0.10792406455180593,0.00247998370022223,0.00101502583150294,2,3,0.0,0.0
consensus,homogeneous,6,H18,cons_dist_nospeak,true,false,8636175130330607600.0,0,0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.00975649903013544,0.12362767237520547,0.00016553660796032,0.0000818651515851,2,2,0.0,0.0
no_change,homogeneous,5,H17,no_change_exp,false,false,7139002048363152400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.00843213567863132,0.05266203703703731,0.00843213567863132,0.00484274977137632,3,3,0.0,0.0
clustering,homogeneous,12,H5,clst_ndist_speak,false,true,7240713591891685400.0,0,0,0.05,0.4,0.0,0.0,0.05,0.1,0.1,0.05,20,0.00413376628943758,0.04718416565533201,0.002174756312429,0.00157503765726165,2,3,0.0,0.0
consensus,heterogeneous,41,M7,cons_dist_nospeak,true,false,7139002048363152400.0,0,0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100,0.03543339668114619,0.10731336456182443,0.00155018574402646,0.00102197114810705,2,4,0.0,0.0
clustering,heterogeneous,23,M20,clst_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.1,0.3,0.0,0.0,0.05,0.1,0.1,0.05,25,0.01619926630551272,0.15392968096001503,0.00005896830809168,0.00000968698913489,1,3,0.0,0.0
clustering,heterogeneous,26,M24,clst_dist_nospeak,true,false,8636175130330607600.0,0,0,0.005,0.4,0.0,0.0,0.005,0.0,0.0,0.0,50,0.00943876457475996,0.05529351119640001,0.00228010067113375,0.00149415885254571,2,3,0.0,0.0
no_change,heterogeneous,36,M35,no_change_exp,false,false,7240713591891685400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01380628072130774,0.03086419753086423,0.01380628072130774,0.00960502876848043,4,4,0.0,0.0
consensus,heterogeneous,24,M21,cons_ndist_speak,false,true,6905470370856337400.0,0,0,0.1,0.0,0.0,0.0,0.05,0.1,0.1,0.05,45,0.00905649862825791,0.0780931407609831,0.00135616482320975,0.00095273937596157,2,3,0.0,0.0
consensus,heterogeneous,35,M34,cons_dist_speak,true,true,8636175130330607600.0,0,0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.03352094317986969,0.04742965600714171,0.01338529717014252,0.00910824341105283,3,4,0.0,0.0
bipolarization,heterogeneous,15,M10,bipol_ndist_nospeak,false,false,7240713591891685400.0,0,0,0.005,0.3,0.4,0.05,0.05,0.1,0.1,0.05,20,0.01932656035665295,0.437962962962963,0.16000000000000006,0.24000000000000005,2,3,0.10000000000000003,1.6
consensus,homogeneous,11,H4,cons_dist_nospeak,true,false,8636175130330607600.0,0,0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.00232084297839506,0.05471999880654309,0.00103651399955638,0.00056209023240571,2,2,0.0,0.0
clustering,heterogeneous,35,M34,clst_ndist_speak,false,true,6905470370856337400.0,0,0,0.1,0.1,0.0,0.0,0.05,0.1,0.1,0.05,20,0.03352094317986969,0.03926831407923986,0.03370369441227995,0.0260335875594511,4,4,0.0,0.0
clustering,homogeneous,8,H20,clst_ndist_nospeak,false,false,7139002048363152400.0,0,0,0.05,0.1,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00048024369855967,0.06499713810374029,0.00012231451164793,0.00003968470266908,1,1,0.0,0.0
clustering,heterogeneous,36,M35,clst_dist_speak,true,true,4692690466958798800.0,0,0,0.02,0.2,0.0,0.0,0.005,0.0,0.0,0.0,15,0.01380628072130774,0.0306890074348663,0.01371776194038277,0.00959495828165742,4,4,0.0,0.0
no_change,heterogeneous,32,M30,no_change_exp,false,false,4692690466958798800.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01686903435070872,0.02353395061728388,0.01686903435070872,0.0097382377876848,2,2,0.0,0.0
consensus,heterogeneous,36,M35,cons_ndist_nospeak,false,false,7139002048363152400.0,0,0,0.05,0.0,0.0,0.0,0.05,0.1,0.1,0.05,45,0.01380628072130774,0.09960018386328788,0.00023225928139191,0.00009686758699186,2,4,0.0,0.0
consensus,homogeneous,7,H19,cons_ndist_speak,false,true,4692690466958798800.0,0,0,0.01,0.0,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00801496443234644,0.04745408267803988,0.00737789223909799,0.00444389900432695,3,3,0.0,0.0
clustering,homogeneous,12,H5,clst_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.05,0.4,0.0,0.0,0.05,0.1,0.1,0.05,35,0.00413376628943758,0.07235224286272846,0.00008822074302529,0.00003289597669274,1,3,0.0,0.0
no_change,heterogeneous,36,M35,no_change_exp,false,false,8636175130330607600.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01380628072130774,0.03086419753086423,0.01380628072130774,0.00960502876848043,4,4,0.0,0.0
consensus,homogeneous,11,H4,cons_dist_nospeak,true,false,4692690466958798800.0,0,0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.00232084297839506,0.05471999880654309,0.00103651399955638,0.00056209023240571,2,2,0.0,0.0
clustering,heterogeneous,14,M1,clst_dist_speak,true,true,4692690466958798800.0,0,0,0.02,0.1,0.0,0.0,0.02,0.01,0.0,0.0,15,0.0306388856143309,0.01576113637770535,0.03065231037405598,0.02294896983425154,3,3,0.0,0.0
clustering,homogeneous,11,H4,clst_ndist_speak,false,true,7139002048363152400.0,0,0,0.02,0.6,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00232084297839506,0.05449721162778667,0.00196982281286254,0.00101450355972588,2,2,0.0,0.0
clustering,heterogeneous,26,M24,clst_dist_nospeak,true,false,7240713591891685400.0,0,0,0.005,0.4,0.0,0.0,0.005,0.0,0.0,0.0,50,0.00943876457475996,0.05529351119640001,0.00228010067113375,0.00149415885254571,2,3,0.0,0.0
no_change,heterogeneous,36,M35,no_change_exp,false,false,6905470370856337400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01380628072130774,0.03086419753086423,0.01380628072130774,0.00960502876848043,4,4,0.0,0.0
consensus,homogeneous,3,H14,cons_ndist_speak,false,true,4692690466958798800.0,0,0,0.1,0.0,0.0,0.0,0.05,0.1,0.1,0.05,30,0.00370154361175412,0.0423330237365252,0.00065504788175343,0.00049031792973033,2,2,0.0,0.0
consensus,homogeneous,2,H12,cons_dist_speak,true,true,4692690466958798800.0,0,0,0.05,0.0,0.0,0.0,0.005,0.0,0.0,0.0,30,0.00771504468878602,0.02871654991301742,0.00356392355961861,0.00334521698637457,2,3,0.0,0.0
no_change,heterogeneous,32,M30,no_change_exp,false,false,6905470370856337400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01686903435070872,0.02353395061728388,0.01686903435070872,0.0097382377876848,2,2,0.0,0.0
clustering,heterogeneous,17,M13,clst_dist_nospeak,true,false,7240713591891685400.0,0,0,0.02,0.4,0.0,0.0,0.02,0.01,0.0,0.0,75,0.03278937715525453,0.14515124911610203,0.00081555885348468,0.00040299075880136,2,5,0.0,0.0
clustering,heterogeneous,35,M34,clst_dist_speak,true,true,7240713591891685400.0,0,0,0.01,0.2,0.0,0.0,0.0,0.0,0.0,0.0,15,0.03352094317986969,0.03310404543153923,0.03341983659636009,0.02473110595063858,4,4,0.0,0.0
bipolarization,heterogeneous,41,M7,bipol_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.02,0.2,0.4,0.05,0.05,0.1,0.1,0.05,15,0.03543339668114619,0.4612268518518517,0.1286496689093635,0.22222222222222213,3,4,0.2,1.6666666666666667
consensus,homogeneous,13,H7,cons_dist_nospeak,true,false,6905470370856337400.0,0,0,0.1,0.0,0.0,0.0,0.01,0.0,0.0,0.0,30,0.00399529565091067,0.03754890806801316,0.0000136978913619,0.00001233999675976,1,3,0.0,0.0
consensus,homogeneous,5,H17,cons_ndist_speak,false,true,7139002048363152400.0,0,0,0.005,0.0,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00843213567863132,0.0515488576746401,0.00810061812835124,0.00459773787039998,3,3,0.0,0.0
clustering,heterogeneous,23,M20,clst_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.1,0.3,0.0,0.0,0.05,0.1,0.1,0.05,25,0.01619926630551272,0.15392968096001503,0.00005896830809168,0.00000968698913489,1,3,0.0,0.0
consensus,heterogeneous,36,M35,cons_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.05,0.0,0.0,0.0,0.05,0.1,0.1,0.05,45,0.01380628072130774,0.09960018386328788,0.00023225928139191,0.00009686758699186,2,4,0.0,0.0
clustering,heterogeneous,41,M7,clst_ndist_speak,false,true,7139002048363152400.0,0,0,0.01,0.2,0.0,0.0,0.05,0.1,0.1,0.05,15,0.03543339668114619,0.05953733465955525,0.03525741734111732,0.02709026098181263,4,4,0.0,0.0
consensus,homogeneous,13,H7,cons_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.005,0.0,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00399529565091067,0.04613116977687116,0.00361433766837835,0.0025053558860187,3,3,0.0,0.0
no_change,heterogeneous,29,M27,no_change_exp,false,false,6905470370856337400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01066925416285628,0.02681327160493835,0.01066925416285628,0.00778725613473558,4,4,0.0,0.0
clustering,heterogeneous,17,M13,clst_dist_speak,true,true,8636175130330607600.0,0,0,0.02,0.4,0.0,0.0,0.02,0.01,0.0,0.0,85,0.03278937715525453,0.07264810283667075,0.01597082642499359,0.0104989628581793,4,5,0.0,0.0
consensus,homogeneous,6,H18,cons_dist_nospeak,true,false,7240713591891685400.0,0,0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.00975649903013544,0.12362767237520547,0.00016553660796032,0.0000818651515851,2,2,0.0,0.0
consensus,homogeneous,8,H20,cons_dist_nospeak,true,false,7139002048363152400.0,0,0,0.05,0.0,0.0,0.0,0.02,0.0,0.0,0.0,15,0.00048024369855967,0.06501947339642199,0.00018534577110346,0.00006860707702023,1,1,0.0,0.0
consensus,heterogeneous,29,M27,cons_ndist_speak,false,true,6905470370856337400.0,0,0,0.01,0.0,0.0,0.0,0.05,0.1,0.1,0.05,15,0.01066925416285628,0.02564351165880276,0.00983254019375221,0.00701477122879918,4,4,0.0,0.0
consensus,heterogeneous,22,M2,cons_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.05,0.0,0.0,0.0,0.05,0.1,0.1,0.05,55,0.03720528978052128,0.15735089308956668,0.00022628229325046,0.00008732415873293,1,4,0.0,0.0
clustering,heterogeneous,29,M27,clst_ndist_speak,false,true,8636175130330607600.0,0,0,0.1,0.3,0.0,0.0,0.05,0.1,0.1,0.05,50,0.01066925416285628,0.05132250142652927,0.0013307788353497,0.00094456773802628,2,4,0.0,0.0
bipolarization,heterogeneous,41,M7,bipol_ndist_nospeak,false,false,7139002048363152400.0,0,0,0.02,0.2,0.4,0.05,0.05,0.1,0.1,0.05,15,0.03543339668114619,0.4612268518518517,0.1286496689093635,0.22222222222222213,3,4,0.2,1.6666666666666667
no_change,heterogeneous,37,M36,no_change_exp,false,false,4692690466958798800.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.02855030368548523,0.04166666666666653,0.02855030368548523,0.01334445641146547,4,4,0.0,0.0
clustering,homogeneous,11,H4,clst_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.02,0.6,0.0,0.0,0.05,0.1,0.1,0.05,25,0.00232084297839506,0.05475170739860574,0.00079012580725994,0.00032727929215469,2,2,0.0,0.0
clustering,homogeneous,4,H15,clst_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.01,0.3,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00240269204389574,0.03917950522188082,0.00186886361182261,0.00089990023927899,2,3,0.0,0.0
consensus,homogeneous,11,H4,cons_dist_nospeak,true,false,6905470370856337400.0,0,0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.00232084297839506,0.05471999880654309,0.00103651399955638,0.00056209023240571,2,2,0.0,0.0
consensus,homogeneous,5,H17,cons_dist_speak,true,true,4692690466958798800.0,0,0,0.02,0.0,0.0,0.0,0.005,0.0,0.0,0.0,20,0.00843213567863132,0.04370719462027103,0.00661306055785434,0.00392958678471508,3,3,0.0,0.0
clustering,heterogeneous,30,M28,clst_dist_nospeak,true,false,7139002048363152400.0,0,0,0.02,0.5,0.0,0.0,0.01,0.0,0.0,0.0,70,0.02593274109975132,0.12220746540749454,0.00098704732890246,0.00123839925149499,2,3,0.0,0.0
consensus,heterogeneous,29,M27,cons_ndist_speak,false,true,4692690466958798800.0,0,0,0.1,0.0,0.0,0.0,0.05,0.1,0.1,0.05,50,0.01066925416285628,0.05048883997886734,0.00147607198823184,0.00110501645023852,2,4,0.0,0.0
consensus,heterogeneous,22,M2,cons_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.05,0.0,0.0,0.0,0.05,0.1,0.1,0.05,55,0.03720528978052128,0.15735089308956668,0.00022628229325046,0.00008732415873293,1,4,0.0,0.0
bipolarization,heterogeneous,41,M7,bipol_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.02,0.2,0.4,0.05,0.05,0.1,0.1,0.05,15,0.03543339668114619,0.4612268518518517,0.1286496689093635,0.22222222222222213,3,4,0.2,1.6666666666666667
no_change,heterogeneous,29,M27,no_change_exp,false,false,8636175130330607600.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01066925416285628,0.02681327160493835,0.01066925416285628,0.00778725613473558,4,4,0.0,0.0
clustering,heterogeneous,36,M35,clst_dist_speak,true,true,8636175130330607600.0,0,0,0.02,0.2,0.0,0.0,0.005,0.0,0.0,0.0,15,0.01380628072130774,0.03230598828634906,0.01322477182717119,0.00922146264264083,4,4,0.0,0.0
clustering,heterogeneous,29,M27,clst_ndist_speak,false,true,6905470370856337400.0,0,0,0.1,0.3,0.0,0.0,0.05,0.1,0.1,0.05,50,0.01066925416285628,0.05135797822595799,0.00136605325889514,0.00103115693532494,2,4,0.0,0.0
consensus,heterogeneous,36,M35,cons_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.05,0.0,0.0,0.0,0.05,0.1,0.1,0.05,45,0.01380628072130774,0.09960018386328788,0.00023225928139191,0.00009686758699186,2,4,0.0,0.0
clustering,homogeneous,4,H15,clst_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.01,0.3,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00240269204389574,0.03917950522188082,0.00186886361182261,0.00089990023927899,2,3,0.0,0.0
bipolarization,heterogeneous,21,M18,bipol_ndist_nospeak,false,false,7139002048363152400.0,0,0,0.1,0.2,0.4,0.1,0.05,0.1,0.1,0.05,30,0.00977608125904969,0.09865291711936185,0.00000630131094407,0.00000451163476768,1,3,0.2,0.0
consensus,heterogeneous,15,M10,cons_ndist_speak,false,true,4692690466958798800.0,0,0,0.1,0.0,0.0,0.0,0.05,0.1,0.1,0.05,45,0.01932656035665295,0.07356083522810516,0.00294139845065393,0.00183679520783153,2,3,0.0,0.0
clustering,heterogeneous,41,M7,clst_ndist_speak,false,true,8636175130330607600.0,0,0,0.01,0.2,0.0,0.0,0.05,0.1,0.1,0.05,15,0.03543339668114619,0.05984795866237395,0.03536593215886516,0.02712976847490437,4,4,0.0,0.0
consensus,homogeneous,8,H20,cons_dist_nospeak,true,false,8636175130330607600.0,0,0,0.05,0.0,0.0,0.0,0.02,0.0,0.0,0.0,15,0.00048024369855967,0.06501947339642199,0.00018534577110346,0.00006860707702023,1,1,0.0,0.0
no_change,heterogeneous,26,M24,no_change_exp,false,false,7240713591891685400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.00943876457475996,0.05787037037037042,0.00943876457475996,0.0058799154092364,3,3,0.0,0.0
clustering,homogeneous,7,H19,clst_dist_speak,true,true,7139002048363152400.0,0,0,0.1,0.2,0.0,0.0,0.0,0.01,0.0,0.0,40,0.00801496443234644,0.04886938574421567,0.00139793873840918,0.0008572774614427,3,3,0.0,0.0
clustering,homogeneous,4,H15,clst_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.01,0.3,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00240269204389574,0.03917950522188082,0.00186886361182261,0.00089990023927899,2,3,0.0,0.0
clustering,homogeneous,12,H5,clst_ndist_speak,false,true,8636175130330607600.0,0,0,0.05,0.4,0.0,0.0,0.05,0.1,0.1,0.05,20,0.00413376628943758,0.04696383481249829,0.00218662573639493,0.00158227810400072,2,3,0.0,0.0
consensus,homogeneous,8,H20,cons_dist_nospeak,true,false,7240713591891685400.0,0,0,0.05,0.0,0.0,0.0,0.02,0.0,0.0,0.0,15,0.00048024369855967,0.06501947339642199,0.00018534577110346,0.00006860707702023,1,1,0.0,0.0
bipolarization,heterogeneous,21,M18,bipol_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.1,0.2,0.4,0.1,0.05,0.1,0.1,0.05,30,0.00977608125904969,0.09865291711936185,0.00000630131094407,0.00000451163476768,1,3,0.2,0.0
clustering,heterogeneous,38,M4,clst_ndist_speak,false,true,7139002048363152400.0,0,0,0.01,0.6,0.0,0.0,0.05,0.1,0.1,0.05,20,0.0361340032483615,0.03555272013734336,0.03186352454224364,0.02382858107393071,4,4,0.0,0.0
consensus,homogeneous,7,H19,cons_ndist_speak,false,true,8636175130330607600.0,0,0,0.01,0.0,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00801496443234644,0.04739385319126525,0.00739284157018722,0.00445877575236515,3,3,0.0,0.0
no_change,heterogeneous,29,M27,no_change_exp,false,false,7240713591891685400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01066925416285628,0.02681327160493835,0.01066925416285628,0.00778725613473558,4,4,0.0,0.0
consensus,heterogeneous,41,M7,cons_dist_nospeak,true,false,8636175130330607600.0,0,0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,100,0.03543339668114619,0.10731336456182443,0.00155018574402646,0.00102197114810705,2,4,0.0,0.0
consensus,heterogeneous,23,M20,cons_dist_speak,true,true,7240713591891685400.0,0,0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,30,0.01619926630551272,0.05261689696059328,0.01115208968727827,0.00810736794612246,2,3,0.0,0.0
clustering,heterogeneous,30,M28,clst_dist_nospeak,true,false,7240713591891685400.0,0,0,0.02,0.5,0.0,0.0,0.01,0.0,0.0,0.0,70,0.02593274109975132,0.12220746540749454,0.00098704732890246,0.00123839925149499,2,3,0.0,0.0
consensus,heterogeneous,29,M27,cons_ndist_nospeak,false,false,7240713591891685400.0,0,0,0.01,0.0,0.0,0.0,0.05,0.1,0.1,0.05,65,0.01066925416285628,0.03676707664028194,0.00319740727910117,0.00211212058193642,2,4,0.0,0.0
consensus,heterogeneous,15,M10,cons_ndist_speak,false,true,7139002048363152400.0,0,0,0.1,0.0,0.0,0.0,0.05,0.1,0.1,0.05,50,0.01932656035665295,0.06777978249867825,0.00238759926630014,0.00170077371284371,2,3,0.0,0.0
no_change,heterogeneous,29,M27,no_change_exp,false,false,4692690466958798800.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01066925416285628,0.02681327160493835,0.01066925416285628,0.00778725613473558,4,4,0.0,0.0
