model_type,current_condition,selected_debate_id,debate_label,current_experiment_id,use_distinct_agents,speaking_mode,seed,pro_count,anti_count,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,convergence_rate_sd,confidence_threshold_sd,repulsion_threshold_sd,repulsion_strength_sd,convergence_cycle,initial_variance,mae,opinion_variance,polarization_index,num_clusters,initial_num_clusters,neutral_zone_width,mean_net_repulsion_abs
bipolarization,heterogeneous,33,M31,bipol_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.01,0.2,0.7,0.2,0.05,0.1,0.1,0.05,15,0.01079937132951816,0.01940217872304227,0.01071703306613006,0.01120651366195272,2,2,0.49999999999999994,0.0
consensus,homogeneous,2,H12,cons_dist_speak,true,true,6905470370856337400.0,0,0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,15,0.00771504468878602,0.04225181805790952,0.00704633913613681,0.00624141235793353,3,3,0.0,0.0
consensus,homogeneous,2,H12,cons_dist_speak,true,true,7240713591891685400.0,0,0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,15,0.00771504468878602,0.04245930265001803,0.00702154214429918,0.00618322142079562,3,3,0.0,0.0
bipolarization,heterogeneous,15,M10,bipol_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.005,0.2,0.7,0.2,0.05,0.1,0.1,0.05,15,0.01932656035665295,0.04232078045741446,0.01877477081937974,0.01375891983270011,3,3,0.49999999999999994,0.0
consensus,heterogeneous,39,M5,cons_dist_speak,true,true,7240713591891685400.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.03097746746875476,0.04905693511922921,0.02860233689229459,0.0222178376571088,4,4,0.0,0.0
bipolarization,heterogeneous,15,M10,bipol_ndist_nospeak,false,false,7139002048363152400.0,0,0,0.005,0.2,0.7,0.2,0.05,0.1,0.1,0.05,15,0.01932656035665295,0.04232078045741446,0.01877477081937974,0.01375891983270011,3,3,0.49999999999999994,0.0
clustering,heterogeneous,16,M12,clst_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.005,0.5,0.0,0.0,0.05,0.1,0.1,0.05,15,0.01905125747492284,0.04573995879244507,0.01666758096223684,0.01008054494149612,3,2,0.0,0.0
bipolarization,homogeneous,7,H19,bipol_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.005,0.2,0.7,0.05,0.05,0.1,0.1,0.05,15,0.00801496443234644,0.04724071898021474,0.00731330793475383,0.00432253122202588,3,3,0.49999999999999994,0.0
bipolarization,homogeneous,7,H19,bipol_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.005,0.2,0.7,0.05,0.05,0.1,0.1,0.05,15,0.00801496443234644,0.04724071898021474,0.00731330793475383,0.00432253122202588,3,3,0.49999999999999994,0.0
bipolarization,homogeneous,7,H19,bipol_ndist_nospeak,false,false,7139002048363152400.0,0,0,0.005,0.2,0.7,0.05,0.05,0.1,0.1,0.05,15,0.00801496443234644,0.04724071898021474,0.00731330793475383,0.00432253122202588,3,3,0.49999999999999994,0.0
clustering,heterogeneous,16,M12,clst_ndist_nospeak,false,false,7139002048363152400.0,0,0,0.005,0.5,0.0,0.0,0.05,0.1,0.1,0.05,15,0.01905125747492284,0.04573995879244507,0.01666758096223684,0.01008054494149612,3,2,0.0,0.0
consensus,homogeneous,2,H12,cons_dist_speak,true,true,7139002048363152400.0,0,0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,15,0.00771504468878602,0.04242402928990378,0.00702372594193461,0.0061890338232008,3,3,0.0,0.0
clustering,heterogeneous,16,M12,clst_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.005,0.5,0.0,0.0,0.05,0.1,0.1,0.05,15,0.01905125747492284,0.04573995879244507,0.01666758096223684,0.01008054494149612,3,2,0.0,0.0
clustering,heterogeneous,16,M12,clst_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.005,0.5,0.0,0.0,0.05,0.1,0.1,0.05,15,0.01905125747492284,0.04573995879244507,0.01666758096223684,0.01008054494149612,3,2,0.0,0.0
no_change,homogeneous,3,H14,no_change_exp,false,false,8636175130330607600.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.00370154361175412,0.0465856481481481,0.00370154361175412,0.00276465721926917,2,2,0.0,0.0
consensus,heterogeneous,16,M12,cons_dist_speak,true,true,6905470370856337400.0,0,0,0.005,0.0,0.0,0.0,0.01,0.0,0.0,0.0,15,0.01905125747492284,0.050143258949723,0.01711350043351402,0.01101844024438711,2,2,0.0,0.0
no_change,homogeneous,9,H21,no_change_exp,false,false,7240713591891685400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.00128224062821502,0.03674768518518524,0.00128224062821502,0.00072669139851013,1,1,0.0,0.0
no_change,heterogeneous,42,M8,no_change_exp,false,false,4692690466958798800.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01257559672531565,0.04464285714285715,0.01257559672531565,0.00949785242457752,4,4,0.0,0.0
clustering,heterogeneous,16,M12,clst_ndist_nospeak,false,false,7240713591891685400.0,0,0,0.005,0.5,0.0,0.0,0.05,0.1,0.1,0.05,15,0.01905125747492284,0.04573995879244507,0.01666758096223684,0.01008054494149612,3,2,0.0,0.0
bipolarization,heterogeneous,33,M31,bipol_ndist_nospeak,false,false,7240713591891685400.0,0,0,0.01,0.2,0.7,0.2,0.05,0.1,0.1,0.05,15,0.01079937132951816,0.01940217872304227,0.01071703306613006,0.01120651366195272,2,2,0.49999999999999994,0.0
consensus,heterogeneous,16,M12,cons_dist_speak,true,true,4692690466958798800.0,0,0,0.005,0.0,0.0,0.0,0.01,0.0,0.0,0.0,15,0.01905125747492284,0.04965550398693777,0.01711282470947854,0.01099129820647232,2,2,0.0,0.0
consensus,heterogeneous,16,M12,cons_dist_speak,true,true,7139002048363152400.0,0,0,0.005,0.0,0.0,0.0,0.01,0.0,0.0,0.0,15,0.01905125747492284,0.04942962056033579,0.01706247349722638,0.0109691862722587,2,2,0.0,0.0
clustering,heterogeneous,39,M5,clst_ndist_nospeak,false,false,7139002048363152400.0,0,0,0.005,0.1,0.0,0.0,0.05,0.1,0.1,0.05,15,0.03097746746875476,0.04706831398598236,0.03097563903434042,0.02468690454868094,4,4,0.0,0.0
bipolarization,heterogeneous,15,M10,bipol_ndist_nospeak,false,false,7240713591891685400.0,0,0,0.005,0.2,0.7,0.2,0.05,0.1,0.1,0.05,15,0.01932656035665295,0.04232078045741446,0.01877477081937974,0.01375891983270011,3,3,0.49999999999999994,0.0
bipolarization,heterogeneous,33,M31,bipol_ndist_nospeak,false,false,7139002048363152400.0,0,0,0.01,0.2,0.7,0.2,0.05,0.1,0.1,0.05,15,0.01079937132951816,0.01940217872304227,0.01071703306613006,0.01120651366195272,2,2,0.49999999999999994,0.0
bipolarization,homogeneous,1,H11,bipol_ndist_nospeak,false,false,7240713591891685400.0,0,0,0.1,0.1,0.5,0.1,0.05,0.1,0.1,0.05,15,0.01309938700274348,0.04078632236473427,0.01272323032025868,0.00883243454279272,4,4,0.4,0.0
no_change,heterogeneous,16,M12,no_change_exp,false,false,6905470370856337400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01905125747492284,0.05873842592592589,0.01905125747492284,0.01231654288837448,2,2,0.0,0.0
no_change,homogeneous,9,H21,no_change_exp,false,false,7139002048363152400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.00128224062821502,0.03674768518518524,0.00128224062821502,0.00072669139851013,1,1,0.0,0.0
no_change,heterogeneous,16,M12,no_change_exp,false,false,7240713591891685400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01905125747492284,0.05873842592592589,0.01905125747492284,0.01231654288837448,2,2,0.0,0.0
no_change,heterogeneous,27,M25,no_change_exp,false,false,6905470370856337400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.0138563200606567,0.04571759259259268,0.0138563200606567,0.01223378587724812,3,3,0.0,0.0
no_change,heterogeneous,42,M8,no_change_exp,false,false,8636175130330607600.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01257559672531565,0.04464285714285715,0.01257559672531565,0.00949785242457752,4,4,0.0,0.0
clustering,heterogeneous,39,M5,clst_ndist_speak,false,true,7139002048363152400.0,0,0,0.005,0.1,0.0,0.0,0.05,0.1,0.1,0.05,15,0.03097746746875476,0.04707303493609136,0.03097679552086434,0.0246290882496906,4,4,0.0,0.0
clustering,homogeneous,2,H12,clst_ndist_speak,false,true,7139002048363152400.0,0,0,0.01,0.4,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00771504468878602,0.04150587755699321,0.00708964264543469,0.00626561444574052,3,3,0.0,0.0
clustering,heterogeneous,39,M5,clst_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.005,0.1,0.0,0.0,0.05,0.1,0.1,0.05,15,0.03097746746875476,0.04706831398598236,0.03097563903434042,0.02468690454868094,4,4,0.0,0.0
clustering,heterogeneous,21,M18,clst_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.1,0.4,0.0,0.0,0.05,0.1,0.1,0.05,30,0.00977608125904969,0.09885078447598557,0.00000496344373143,0.00000354008764374,1,3,0.0,0.0
consensus,heterogeneous,42,M8,cons_dist_speak,true,true,4692690466958798800.0,0,0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,20,0.01257559672531565,0.04324902360280325,0.01076267450257292,0.00825555021782494,4,4,0.0,0.0
bipolarization,heterogeneous,33,M31,bipol_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.01,0.2,0.7,0.2,0.05,0.1,0.1,0.05,15,0.01079937132951816,0.01940217872304227,0.01071703306613006,0.01120651366195272,2,2,0.49999999999999994,0.0
bipolarization,heterogeneous,33,M31,bipol_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.01,0.2,0.7,0.2,0.05,0.1,0.1,0.05,15,0.01079937132951816,0.01940217872304227,0.01071703306613006,0.01120651366195272,2,2,0.49999999999999994,0.0
bipolarization,homogeneous,7,H19,bipol_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.005,0.2,0.7,0.05,0.05,0.1,0.1,0.05,15,0.00801496443234644,0.04724071898021474,0.00731330793475383,0.00432253122202588,3,3,0.49999999999999994,0.0
clustering,heterogeneous,39,M5,clst_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.005,0.1,0.0,0.0,0.05,0.1,0.1,0.05,15,0.03097746746875476,0.04706831398598236,0.03097563903434042,0.02468690454868094,4,4,0.0,0.0
clustering,heterogeneous,16,M12,clst_ndist_speak,false,true,7240713591891685400.0,0,0,0.005,0.5,0.0,0.0,0.05,0.1,0.1,0.05,15,0.01905125747492284,0.0550796690739401,0.01827382304028757,0.01166599876686505,2,2,0.0,0.0
clustering,homogeneous,2,H12,clst_ndist_speak,false,true,4692690466958798800.0,0,0,0.01,0.4,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00771504468878602,0.04159012859642977,0.00710640775060095,0.00628599514813906,3,3,0.0,0.0
clustering,heterogeneous,16,M12,clst_ndist_speak,false,true,6905470370856337400.0,0,0,0.005,0.5,0.0,0.0,0.05,0.1,0.1,0.05,15,0.01905125747492284,0.05512471328993383,0.01827718379444802,0.01167749644249249,2,2,0.0,0.0
consensus,homogeneous,2,H12,cons_dist_speak,true,true,4692690466958798800.0,0,0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,15,0.00771504468878602,0.04255485124197882,0.00704614668425188,0.00620624538861127,3,3,0.0,0.0
clustering,homogeneous,1,H11,clst_dist_nospeak,true,false,7139002048363152400.0,0,0,0.1,0.1,0.0,0.0,0.005,0.005,0.0,0.0,15,0.01309938700274348,0.04058408947859008,0.01266640582187612,0.00878439426491934,4,4,0.0,0.0
clustering,heterogeneous,39,M5,clst_ndist_speak,false,true,7240713591891685400.0,0,0,0.005,0.1,0.0,0.0,0.05,0.1,0.1,0.05,15,0.03097746746875476,0.04706376653580221,0.03097785079798022,0.02463060019416546,4,4,0.0,0.0
consensus,heterogeneous,42,M8,cons_dist_speak,true,true,6905470370856337400.0,0,0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,15,0.01257559672531565,0.04367735423327287,0.01139834966371049,0.00848377804144444,4,4,0.0,0.0
clustering,heterogeneous,21,M18,clst_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.1,0.4,0.0,0.0,0.05,0.1,0.1,0.05,30,0.00977608125904969,0.09885078447598557,0.00000496344373143,0.00000354008764374,1,3,0.0,0.0
clustering,heterogeneous,21,M18,clst_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.1,0.4,0.0,0.0,0.05,0.1,0.1,0.05,30,0.00977608125904969,0.09885078447598557,0.00000496344373143,0.00000354008764374,1,3,0.0,0.0
no_change,heterogeneous,33,M31,no_change_exp,false,false,7139002048363152400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01079937132951816,0.01967592592592575,0.01079937132951816,0.01061704728938041,2,2,0.0,0.0
no_change,heterogeneous,16,M12,no_change_exp,false,false,4692690466958798800.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01905125747492284,0.05873842592592589,0.01905125747492284,0.01231654288837448,2,2,0.0,0.0
no_change,homogeneous,9,H21,no_change_exp,false,false,6905470370856337400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.00128224062821502,0.03674768518518524,0.00128224062821502,0.00072669139851013,1,1,0.0,0.0
bipolarization,homogeneous,7,H19,bipol_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.1,0.3,0.5,0.05,0.05,0.1,0.1,0.05,25,0.00801496443234644,0.07100339691335784,0.00005096277028315,0.00000889802637709,1,3,0.2,0.0
bipolarization,heterogeneous,15,M10,bipol_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.005,0.2,0.7,0.2,0.05,0.1,0.1,0.05,15,0.01932656035665295,0.04232078045741446,0.01877477081937974,0.01375891983270011,3,3,0.49999999999999994,0.0
bipolarization,heterogeneous,15,M10,bipol_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.005,0.2,0.7,0.2,0.05,0.1,0.1,0.05,15,0.01932656035665295,0.04232078045741446,0.01877477081937974,0.01375891983270011,3,3,0.49999999999999994,0.0
clustering,heterogeneous,24,M21,clst_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.05,0.3,0.0,0.0,0.05,0.1,0.1,0.05,40,0.00905649862825791,0.0836112599623688,0.00005365223193664,0.00004227211732005,1,3,0.0,0.0
clustering,heterogeneous,39,M5,clst_ndist_nospeak,false,false,7240713591891685400.0,0,0,0.005,0.1,0.0,0.0,0.05,0.1,0.1,0.05,15,0.03097746746875476,0.04706831398598236,0.03097563903434042,0.02468690454868094,4,4,0.0,0.0
consensus,heterogeneous,24,M21,cons_dist_speak,true,true,7139002048363152400.0,0,0,0.05,0.0,0.0,0.0,0.005,0.0,0.0,0.0,25,0.00905649862825791,0.08362727178682208,0.00524350047463598,0.00391980134702105,3,3,0.0,0.0
consensus,heterogeneous,16,M12,cons_dist_speak,true,true,7240713591891685400.0,0,0,0.005,0.0,0.0,0.0,0.01,0.0,0.0,0.0,25,0.01905125747492284,0.04594227934643101,0.01599500572522093,0.01052821820509267,2,2,0.0,0.0
clustering,homogeneous,1,H11,clst_dist_nospeak,true,false,7240713591891685400.0,0,0,0.1,0.1,0.0,0.0,0.005,0.005,0.0,0.0,15,0.01309938700274348,0.04058408947859008,0.01266640582187612,0.00878439426491934,4,4,0.0,0.0
no_change,heterogeneous,16,M12,no_change_exp,false,false,8636175130330607600.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01905125747492284,0.05873842592592589,0.01905125747492284,0.01231654288837448,2,2,0.0,0.0
no_change,homogeneous,11,H4,no_change_exp,false,false,7240713591891685400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.00232084297839506,0.05468749999999992,0.00232084297839506,0.00125862101813747,2,2,0.0,0.0
no_change,homogeneous,9,H21,no_change_exp,false,false,4692690466958798800.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.00128224062821502,0.03674768518518524,0.00128224062821502,0.00072669139851013,1,1,0.0,0.0
consensus,heterogeneous,33,M31,cons_ndist_nospeak,false,false,7240713591891685400.0,0,0,0.005,0.0,0.0,0.0,0.05,0.1,0.1,0.05,15,0.01079937132951816,0.01530142956702642,0.00976983839935985,0.00913596397728346,2,2,0.0,0.0
bipolarization,homogeneous,1,H11,bipol_ndist_nospeak,false,false,7139002048363152400.0,0,0,0.1,0.1,0.5,0.1,0.05,0.1,0.1,0.05,15,0.01309938700274348,0.04078632236473427,0.01272323032025868,0.00883243454279272,4,4,0.4,0.0
clustering,homogeneous,2,H12,clst_ndist_speak,false,true,7240713591891685400.0,0,0,0.01,0.4,0.0,0.0,0.05,0.1,0.1,0.05,15,0.00771504468878602,0.04152677329218736,0.00709304172687702,0.00626067180822418,3,3,0.0,0.0
clustering,heterogeneous,19,M15,clst_ndist_speak,false,true,8636175130330607600.0,0,0,0.01,0.4,0.0,0.0,0.05,0.1,0.1,0.05,15,0.02458731638660266,0.04262882948251781,0.0232804627669478,0.01489065820926982,5,5,0.0,0.0
clustering,heterogeneous,42,M8,clst_ndist_speak,false,true,8636175130330607600.0,0,0,0.01,0.4,0.0,0.0,0.05,0.1,0.1,0.05,15,0.01257559672531565,0.04387672942754075,0.01160063022313146,0.00854770900815484,4,4,0.0,0.0
clustering,heterogeneous,39,M5,clst_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.005,0.1,0.0,0.0,0.05,0.1,0.1,0.05,15,0.03097746746875476,0.04706831398598236,0.03097563903434042,0.02468690454868094,4,4,0.0,0.0
clustering,homogeneous,7,H19,clst_dist_nospeak,true,false,4692690466958798800.0,0,0,0.1,0.5,0.0,0.0,0.005,0.005,0.0,0.0,25,0.00801496443234644,0.07224972433450101,0.00004338484178852,0.0000070539164486,1,3,0.0,0.0
bipolarization,homogeneous,1,H11,bipol_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.1,0.1,0.5,0.1,0.05,0.1,0.1,0.05,15,0.01309938700274348,0.04078632236473427,0.01272323032025868,0.00883243454279272,4,4,0.4,0.0
consensus,heterogeneous,42,M8,cons_dist_speak,true,true,8636175130330607600.0,0,0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,15,0.01257559672531565,0.04346159697735393,0.01137896965055939,0.00846110846317284,4,4,0.0,0.0
clustering,heterogeneous,27,M25,clst_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.01,0.1,0.0,0.0,0.05,0.1,0.1,0.05,15,0.0138563200606567,0.04892948226930709,0.01365645601320471,0.01306312381286434,3,3,0.0,0.0
consensus,heterogeneous,28,M26,cons_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.1,0.0,0.0,0.0,0.05,0.1,0.1,0.05,35,0.04088593575853047,0.21494095310011951,0.00008023406498332,0.00001848275619744,1,3,0.0,0.0
clustering,heterogeneous,21,M18,clst_ndist_nospeak,false,false,7240713591891685400.0,0,0,0.1,0.4,0.0,0.0,0.05,0.1,0.1,0.05,30,0.00977608125904969,0.09885078447598557,0.00000496344373143,0.00000354008764374,1,3,0.0,0.0
no_change,homogeneous,3,H14,no_change_exp,false,false,4692690466958798800.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.00370154361175412,0.0465856481481481,0.00370154361175412,0.00276465721926917,2,2,0.0,0.0
no_change,heterogeneous,27,M25,no_change_exp,false,false,8636175130330607600.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.0138563200606567,0.04571759259259268,0.0138563200606567,0.01223378587724812,3,3,0.0,0.0
clustering,heterogeneous,21,M18,clst_dist_speak,true,true,6905470370856337400.0,0,0,0.02,0.3,0.0,0.0,0.01,0.0,0.0,0.0,15,0.00977608125904969,0.03289365805031127,0.00890102525838445,0.00640410941344023,3,3,0.0,0.0
clustering,homogeneous,7,H19,clst_dist_nospeak,true,false,7240713591891685400.0,0,0,0.1,0.5,0.0,0.0,0.005,0.005,0.0,0.0,25,0.00801496443234644,0.07224972433450101,0.00004338484178852,0.0000070539164486,1,3,0.0,0.0
consensus,heterogeneous,39,M5,cons_dist_speak,true,true,7139002048363152400.0,0,0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.03097746746875476,0.04948285829914017,0.0285650524108841,0.022133761890142,4,4,0.0,0.0
clustering,homogeneous,7,H19,clst_dist_nospeak,true,false,8636175130330607600.0,0,0,0.1,0.5,0.0,0.0,0.005,0.005,0.0,0.0,25,0.00801496443234644,0.07224972433450101,0.00004338484178852,0.0000070539164486,1,3,0.0,0.0
clustering,homogeneous,7,H19,clst_dist_nospeak,true,false,6905470370856337400.0,0,0,0.1,0.5,0.0,0.0,0.005,0.005,0.0,0.0,25,0.00801496443234644,0.07224972433450101,0.00004338484178852,0.0000070539164486,1,3,0.0,0.0
bipolarization,homogeneous,7,H19,bipol_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.1,0.3,0.5,0.05,0.05,0.1,0.1,0.05,25,0.00801496443234644,0.07100339691335784,0.00005096277028315,0.00000889802637709,1,3,0.2,0.0
consensus,heterogeneous,42,M8,cons_dist_speak,true,true,7240713591891685400.0,0,0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,15,0.01257559672531565,0.04362052899370439,0.01139615348742509,0.0084729086560225,4,4,0.0,0.0
bipolarization,homogeneous,7,H19,bipol_ndist_nospeak,false,false,7240713591891685400.0,0,0,0.1,0.3,0.5,0.05,0.05,0.1,0.1,0.05,25,0.00801496443234644,0.07100339691335784,0.00005096277028315,0.00000889802637709,1,3,0.2,0.0
consensus,homogeneous,2,H12,cons_dist_nospeak,true,false,4692690466958798800.0,0,0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,40,0.00771504468878602,0.03131559650807839,0.00324717605041042,0.00294664724432789,2,3,0.0,0.0
clustering,homogeneous,2,H12,clst_ndist_nospeak,false,false,4692690466958798800.0,0,0,0.01,0.4,0.0,0.0,0.05,0.1,0.1,0.05,55,0.00771504468878602,0.02112306638052312,0.00202007797701733,0.00159944316557195,2,3,0.0,0.0
clustering,heterogeneous,24,M21,clst_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.05,0.3,0.0,0.0,0.05,0.1,0.1,0.05,40,0.00905649862825791,0.0836112599623688,0.00005365223193664,0.00004227211732005,1,3,0.0,0.0
consensus,heterogeneous,33,M31,cons_ndist_nospeak,false,false,7139002048363152400.0,0,0,0.005,0.0,0.0,0.0,0.05,0.1,0.1,0.05,15,0.01079937132951816,0.01530142956702642,0.00976983839935985,0.00913596397728346,2,2,0.0,0.0
clustering,heterogeneous,16,M12,clst_ndist_speak,false,true,8636175130330607600.0,0,0,0.005,0.5,0.0,0.0,0.05,0.1,0.1,0.05,15,0.01905125747492284,0.05509712703517922,0.01827994076118997,0.01165016976745965,2,2,0.0,0.0
no_change,homogeneous,3,H14,no_change_exp,false,false,6905470370856337400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.00370154361175412,0.0465856481481481,0.00370154361175412,0.00276465721926917,2,2,0.0,0.0
consensus,heterogeneous,24,M21,cons_dist_speak,true,true,8636175130330607600.0,0,0,0.05,0.0,0.0,0.0,0.005,0.0,0.0,0.0,25,0.00905649862825791,0.08064499934363104,0.00529988489728573,0.00404329978885001,3,3,0.0,0.0
consensus,heterogeneous,26,M24,cons_ndist_nospeak,false,false,6905470370856337400.0,0,0,0.05,0.0,0.0,0.0,0.05,0.1,0.1,0.05,40,0.00943876457475996,0.07459740241903691,0.00016015497944203,0.00010102606748364,1,3,0.0,0.0
clustering,heterogeneous,27,M25,clst_ndist_nospeak,false,false,8636175130330607600.0,0,0,0.01,0.1,0.0,0.0,0.05,0.1,0.1,0.05,15,0.0138563200606567,0.04892948226930709,0.01365645601320471,0.01306312381286434,3,3,0.0,0.0
consensus,homogeneous,2,H12,cons_dist_nospeak,true,false,6905470370856337400.0,0,0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,40,0.00771504468878602,0.03131559650807839,0.00324717605041042,0.00294664724432789,2,3,0.0,0.0
clustering,heterogeneous,33,M31,clst_dist_speak,true,true,6905470370856337400.0,0,0,0.01,0.4,0.0,0.0,0.02,0.01,0.0,0.0,15,0.01079937132951816,0.01766519669803011,0.00981136457053747,0.00944867313065513,2,2,0.0,0.0
clustering,heterogeneous,16,M12,clst_ndist_speak,false,true,7139002048363152400.0,0,0,0.005,0.5,0.0,0.0,0.05,0.1,0.1,0.05,15,0.01905125747492284,0.05508331658242543,0.01827527087920727,0.01166150470513318,2,2,0.0,0.0
clustering,heterogeneous,33,M31,clst_dist_speak,true,true,7240713591891685400.0,0,0,0.01,0.4,0.0,0.0,0.02,0.01,0.0,0.0,20,0.01079937132951816,0.01830630715376182,0.00921532487133296,0.00907179531094557,2,2,0.0,0.0
bipolarization,homogeneous,7,H19,bipol_ndist_nospeak,false,false,7240713591891685400.0,0,0,0.005,0.2,0.7,0.05,0.05,0.1,0.1,0.05,15,0.00801496443234644,0.04724071898021474,0.00731330793475383,0.00432253122202588,3,3,0.49999999999999994,0.0
clustering,homogeneous,1,H11,clst_dist_nospeak,true,false,4692690466958798800.0,0,0,0.1,0.1,0.0,0.0,0.005,0.005,0.0,0.0,15,0.01309938700274348,0.04058408947859008,0.01266640582187612,0.00878439426491934,4,4,0.0,0.0
clustering,heterogeneous,27,M25,clst_ndist_nospeak,false,false,7139002048363152400.0,0,0,0.01,0.1,0.0,0.0,0.05,0.1,0.1,0.05,15,0.0138563200606567,0.04892948226930709,0.01365645601320471,0.01306312381286434,3,3,0.0,0.0
no_change,heterogeneous,33,M31,no_change_exp,false,false,7240713591891685400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01079937132951816,0.01967592592592575,0.01079937132951816,0.01061704728938041,2,2,0.0,0.0
no_change,heterogeneous,27,M25,no_change_exp,false,false,4692690466958798800.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.0138563200606567,0.04571759259259268,0.0138563200606567,0.01223378587724812,3,3,0.0,0.0
no_change,heterogeneous,42,M8,no_change_exp,false,false,7240713591891685400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01257559672531565,0.04464285714285715,0.01257559672531565,0.00949785242457752,4,4,0.0,0.0
no_change,homogeneous,3,H14,no_change_exp,false,false,7139002048363152400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.00370154361175412,0.0465856481481481,0.00370154361175412,0.00276465721926917,2,2,0.0,0.0
no_change,homogeneous,9,H21,no_change_exp,false,false,8636175130330607600.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.00128224062821502,0.03674768518518524,0.00128224062821502,0.00072669139851013,1,1,0.0,0.0
no_change,heterogeneous,42,M8,no_change_exp,false,false,6905470370856337400.0,0,0,0.2,0.5,0.6,0.1,0.05,0.1,0.1,0.05,15,0.01257559672531565,0.04464285714285715,0.01257559672531565,0.00949785242457752,4,4,0.0,0.0
consensus,heterogeneous,19,M15,cons_dist_speak,true,true,6905470370856337400.0,0,0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,25,0.02458731638660266,0.04122626191903864,0.01961898096877172,0.01239871047701498,5,5,0.0,0.0
