model_type,current_condition,selected_debate_id,debate_label,current_experiment_id,use_distinct_agents,speaking_mode,pro_count,seed,anti_count,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,convergence_rate_sd,confidence_threshold_sd,repulsion_threshold_sd,repulsion_strength_sd,convergence_cycle,initial_variance,mae,opinion_variance,polarization_index,num_clusters,initial_num_clusters,neutral_zone_width,mean_net_repulsion_abs
bipolarization,homogeneous,10,H13,bipol_ndist_speak,false,true,0,7240713591891685400.0,0,0.3,0.2,0.5,0.3,0.05,0.1,0.1,0.05,15,0.0147495766889575,0.01585263659877016,0.01444668085119189,0.01923573758985549,2,2,0.3,0.0
bipolarization,homogeneous,10,H13,bipol_ndist_speak,false,true,0,8636175130330607600.0,0,0.3,0.2,0.5,0.3,0.05,0.1,0.1,0.05,15,0.0147495766889575,0.01305185326878751,0.01335243238368409,0.01763916164001492,2,2,0.3,0.0
bipolarization,heterogeneous,3,M17,bipol_dist_speak,true,true,0,7139002048363152400.0,0,0.1,0.1,0.7,0.1,0.2,0.0,0.1,0.2,15,0.02156627616074153,0.03506661584870239,0.02247424952599389,0.01878606326241176,4,4,0.6,0.0
bipolarization,heterogeneous,2,M11,bipol_ndist_nospeak,false,false,0,6905470370856337400.0,0,0.1,0.3,0.5,0.2,0.05,0.1,0.1,0.05,15,0.02762263629008065,0.06361230016150893,0.02732726660768767,0.02414325210332413,2,2,0.2,0.0
clustering,heterogeneous,11,M32,clst_dist_nospeak,true,false,0,7240713591891685400.0,0,0.5,0.4,0.0,0.0,0.2,0.2,0.0,0.0,15,0.01825134435490018,0.12341906530485096,0.00007255823877456,0.0000222350002648,1,5,0.0,0.0
bipolarization,heterogeneous,11,M32,bipol_ndist_nospeak,false,false,0,7139002048363152400.0,0,0.3,0.4,0.8,0.1,0.05,0.1,0.1,0.05,15,0.01825134435490018,0.11030699482960198,0.00000369171355707,0.00000003887278616,1,5,0.4,0.0
bipolarization,homogeneous,10,H13,bipol_ndist_speak,false,true,0,4692690466958798800.0,0,0.3,0.2,0.5,0.3,0.05,0.1,0.1,0.05,15,0.0147495766889575,0.01452792390474579,0.01398626894800369,0.01859829872759939,2,2,0.3,0.0
clustering,heterogeneous,1,M3,clst_dist_speak,true,true,0,7240713591891685400.0,0,0.2,0.2,0.0,0.0,0.05,0.3,0.0,0.0,20,0.01298893430105449,0.09487357251504679,0.00095375365551954,0.00052791440099426,1,3,0.0,0.0
clustering,heterogeneous,11,M32,clst_dist_nospeak,true,false,0,4692690466958798800.0,0,0.5,0.4,0.0,0.0,0.2,0.2,0.0,0.0,15,0.01825134435490018,0.12341906530485096,0.00007255823877456,0.0000222350002648,1,5,0.0,0.0
bipolarization,heterogeneous,1,M3,bipol_dist_nospeak,true,false,0,7139002048363152400.0,0,0.3,0.1,0.7,0.2,0.1,0.3,0.2,0.0,15,0.01298893430105449,0.06078169370885415,0.00822848664108791,0.00536084099080894,3,3,0.6,0.0
bipolarization,heterogeneous,4,M19,bipol_ndist_speak,false,true,0,4692690466958798800.0,0,0.05,0.4,0.5,0.3,0.05,0.1,0.1,0.05,15,0.0271135913655264,0.04615649433779928,0.00877215633145732,0.00350468005585368,3,3,0.09999999999999998,0.0
bipolarization,heterogeneous,2,M11,bipol_dist_nospeak,true,false,0,8636175130330607600.0,0,0.4,0.2,0.7,0.3,0.05,0.0,0.3,0.05,15,0.02762263629008065,0.0656027282755283,0.02657995595738968,0.02362653077101632,2,2,0.49999999999999994,0.0
clustering,heterogeneous,11,M32,clst_dist_nospeak,true,false,0,8636175130330607600.0,0,0.5,0.4,0.0,0.0,0.2,0.2,0.0,0.0,15,0.01825134435490018,0.12341906530485096,0.00007255823877456,0.0000222350002648,1,5,0.0,0.0
bipolarization,heterogeneous,4,M19,bipol_ndist_speak,false,true,0,7139002048363152400.0,0,0.05,0.4,0.5,0.3,0.05,0.1,0.1,0.05,15,0.0271135913655264,0.03823018576295248,0.00877215633145733,0.00350468005585367,3,3,0.09999999999999998,0.0
clustering,heterogeneous,11,M32,clst_dist_nospeak,true,false,0,6905470370856337400.0,0,0.5,0.4,0.0,0.0,0.2,0.2,0.0,0.0,15,0.01825134435490018,0.12341906530485096,0.00007255823877456,0.0000222350002648,1,5,0.0,0.0
bipolarization,homogeneous,10,H13,bipol_ndist_speak,false,true,0,6905470370856337400.0,0,0.3,0.2,0.5,0.3,0.05,0.1,0.1,0.05,15,0.0147495766889575,0.01503383674869778,0.01420045423028964,0.01887529900995621,2,2,0.3,0.0
clustering,heterogeneous,5,M22,clst_dist_nospeak,true,false,0,7139002048363152400.0,0,0.3,0.6,0.0,0.0,0.1,0.2,0.0,0.0,15,0.0128621661141594,0.1456626193912989,0.00051575831068828,0.00017889985696466,2,4,0.0,0.0
bipolarization,heterogeneous,2,M11,bipol_dist_nospeak,true,false,0,6905470370856337400.0,0,0.4,0.2,0.7,0.3,0.05,0.0,0.3,0.05,15,0.02762263629008065,0.0656027282755283,0.02657995595738968,0.02362653077101632,2,2,0.49999999999999994,0.0
bipolarization,heterogeneous,11,M32,bipol_ndist_nospeak,false,false,0,4692690466958798800.0,0,0.3,0.4,0.8,0.1,0.05,0.1,0.1,0.05,15,0.01825134435490018,0.11030699482960198,0.00000369171355707,0.00000003887278616,1,5,0.4,0.0
clustering,heterogeneous,5,M22,clst_dist_nospeak,true,false,0,7240713591891685400.0,0,0.3,0.6,0.0,0.0,0.1,0.2,0.0,0.0,15,0.0128621661141594,0.1456626193912989,0.00051575831068828,0.00017889985696466,2,4,0.0,0.0
bipolarization,heterogeneous,11,M32,bipol_ndist_nospeak,false,false,0,7240713591891685400.0,0,0.3,0.4,0.8,0.1,0.05,0.1,0.1,0.05,15,0.01825134435490018,0.11030699482960198,0.00000369171355707,0.00000003887278616,1,5,0.4,0.0
bipolarization,heterogeneous,4,M19,bipol_ndist_speak,false,true,0,7240713591891685400.0,0,0.05,0.4,0.5,0.3,0.05,0.1,0.1,0.05,15,0.0271135913655264,0.03911048674493794,0.00877215633145731,0.00350468005585367,3,3,0.09999999999999998,0.0
bipolarization,heterogeneous,4,M19,bipol_ndist_speak,false,true,0,8636175130330607600.0,0,0.05,0.4,0.5,0.3,0.05,0.1,0.1,0.05,15,0.0271135913655264,0.03022890578242277,0.00877215633145732,0.00350468005585367,3,3,0.09999999999999998,0.0
clustering,heterogeneous,5,M22,clst_dist_nospeak,true,false,0,4692690466958798800.0,0,0.3,0.6,0.0,0.0,0.1,0.2,0.0,0.0,15,0.0128621661141594,0.1456626193912989,0.00051575831068828,0.00017889985696466,2,4,0.0,0.0
bipolarization,heterogeneous,3,M17,bipol_dist_speak,true,true,0,4692690466958798800.0,0,0.1,0.1,0.7,0.1,0.2,0.0,0.1,0.2,15,0.02156627616074153,0.03557733598018029,0.02463510894844221,0.02203125358822043,4,4,0.6,0.0
bipolarization,heterogeneous,4,M19,bipol_ndist_speak,false,true,0,6905470370856337400.0,0,0.05,0.4,0.5,0.3,0.05,0.1,0.1,0.05,15,0.0271135913655264,0.05929537425690501,0.00877215633145732,0.00350468005585367,3,3,0.09999999999999998,0.0
clustering,heterogeneous,11,M32,clst_dist_speak,true,true,0,8636175130330607600.0,0,0.05,0.3,0.0,0.0,0.1,0.2,0.0,0.0,15,0.01825134435490018,0.05560507291080308,0.01243622565286407,0.01186958731481959,3,5,0.0,0.0
