model_type,current_condition,selected_debate_id,debate_label,agent_id,pro_reduction,pro_count,anti_count,subfactor_1_t1,subfactor_2_t1,subfactor_3_t1,subfactor_4_t1,subfactor_5_t1,initial_opinion,initial_variance,opinion,subfactor_1_t2,subfactor_2_t2,subfactor_3_t2,subfactor_4_t2,subfactor_5_t2,final_attitude,mean_t2_subfactors,opinion_change,individual_error,error_sub1,error_sub2,error_sub3,error_sub4,error_sub5,agent_convergence_rate,agent_confidence_threshold,agent_repulsion_threshold,agent_repulsion_strength,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,seed,convergence_cycle,use_distinct_agents,experiment_id
consensus,heterogeneous,13,M14,77,1,3,3,0.6111111111111116,0.625,0.4166666666666667,0.6666666666666666,0.38888888888888834,0.5636574074074076,0.0108926683241884,0.5169515206779798,0.6666666666666666,0.8333333333333334,0.4166666666666667,0.7222222222222218,0.3333333333333333,0.62962962962963,0.5944444444444443,-0.04670588672942777,0.1126781089516502,0.14971514598868685,0.3163818126553536,0.1002848540113131,0.20527070154424198,0.18361818734464647,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3452861078975273000.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,78,0,3,3,0.6388888888888884,0.7916666666666666,0.7083333333333334,0.7777777777777782,0.5,0.5266203703703701,0.0108926683241884,0.5167103865970663,0.6388888888888884,0.7916666666666666,0.75,0.7777777777777782,0.44444444444444503,0.5289351851851851,0.6805555555555556,-0.00990998377330388,0.01222479858811887,0.12217850229182214,0.2749562800696004,0.23328961340293375,0.261067391180712,0.07226594215262122,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3452861078975273000.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,79,0,3,3,0.5833333333333334,1.0,0.875,0.944444444444445,0.8333333333333334,0.45370370370370355,0.0108926683241884,0.5163625349877503,0.6111111111111116,0.9583333333333334,0.8333333333333334,1.0,0.8888888888888884,0.4386574074074075,0.8583333333333334,0.06265883128404676,0.07770512758034281,0.0947485761233613,0.44197079834558306,0.31697079834558306,0.4836374650122497,0.3725263539011381,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3452861078975273000.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,80,0,3,3,0.6111111111111116,0.5416666666666666,0.7916666666666666,1.0,0.6111111111111116,0.38773148148148145,0.0108926683241884,0.5161602634440948,0.6388888888888884,0.5,0.8333333333333334,1.0,0.6666666666666666,0.3680555555555558,0.7277777777777776,0.12842878196261337,0.14810470788853902,0.12272862544479357,0.01616026344409482,0.31717306988923855,0.4838397365559052,0.1505064032225718,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3452861078975273000.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,75,1,3,3,0.6388888888888884,0.6666666666666666,0.375,1.0,0.6666666666666666,0.48611111111111094,0.0108926683241884,0.5168944344688263,0.805555555555555,0.75,0.5416666666666666,1.0,0.8333333333333334,0.4930555555555555,0.786111111111111,0.03078332335771539,0.0238388789132708,0.2886611210867287,0.23310556553117368,0.0247722321978403,0.4831055655311737,0.31643889886450705,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,7787128120875066400.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,76,1,3,3,0.944444444444445,0.9583333333333334,0.4166666666666667,1.0,0.11111111111111167,0.7210648148148149,0.0108926683241884,0.5180358459588685,0.8611111111111116,0.875,0.5,1.0,0.11111111111111167,0.6655092592592592,0.6694444444444446,-0.20302896885594635,0.14747341330039065,0.34307526515224307,0.35696415404113147,0.01803584595886853,0.48196415404113147,0.4069247348477569,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,7787128120875066400.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,77,1,3,3,0.6111111111111116,0.625,0.4166666666666667,0.6666666666666666,0.38888888888888834,0.5636574074074076,0.0108926683241884,0.5169515206779798,0.6666666666666666,0.8333333333333334,0.4166666666666667,0.7222222222222218,0.3333333333333333,0.62962962962963,0.5944444444444443,-0.04670588672942777,0.1126781089516502,0.14971514598868685,0.3163818126553536,0.1002848540113131,0.20527070154424198,0.18361818734464647,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,7787128120875066400.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,78,0,3,3,0.6388888888888884,0.7916666666666666,0.7083333333333334,0.7777777777777782,0.5,0.5266203703703701,0.0108926683241884,0.5167103865970663,0.6388888888888884,0.7916666666666666,0.75,0.7777777777777782,0.44444444444444503,0.5289351851851851,0.6805555555555556,-0.00990998377330388,0.01222479858811887,0.12217850229182214,0.2749562800696004,0.23328961340293375,0.261067391180712,0.07226594215262122,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,7787128120875066400.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,79,0,3,3,0.5833333333333334,1.0,0.875,0.944444444444445,0.8333333333333334,0.45370370370370355,0.0108926683241884,0.5163625349877503,0.6111111111111116,0.9583333333333334,0.8333333333333334,1.0,0.8888888888888884,0.4386574074074075,0.8583333333333334,0.06265883128404676,0.07770512758034281,0.0947485761233613,0.44197079834558306,0.31697079834558306,0.4836374650122497,0.3725263539011381,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,7787128120875066400.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,80,0,3,3,0.6111111111111116,0.5416666666666666,0.7916666666666666,1.0,0.6111111111111116,0.38773148148148145,0.0108926683241884,0.5161602634440948,0.6388888888888884,0.5,0.8333333333333334,1.0,0.6666666666666666,0.3680555555555558,0.7277777777777776,0.12842878196261337,0.14810470788853902,0.12272862544479357,0.01616026344409482,0.31717306988923855,0.4838397365559052,0.1505064032225718,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,7787128120875066400.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,75,1,3,3,0.6388888888888884,0.6666666666666666,0.375,1.0,0.6666666666666666,0.48611111111111094,0.0108926683241884,0.5168944344688263,0.805555555555555,0.75,0.5416666666666666,1.0,0.8333333333333334,0.4930555555555555,0.786111111111111,0.03078332335771539,0.0238388789132708,0.2886611210867287,0.23310556553117368,0.0247722321978403,0.4831055655311737,0.31643889886450705,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3299895173562800100.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,76,1,3,3,0.944444444444445,0.9583333333333334,0.4166666666666667,1.0,0.11111111111111167,0.7210648148148149,0.0108926683241884,0.5180358459588685,0.8611111111111116,0.875,0.5,1.0,0.11111111111111167,0.6655092592592592,0.6694444444444446,-0.20302896885594635,0.14747341330039065,0.34307526515224307,0.35696415404113147,0.01803584595886853,0.48196415404113147,0.4069247348477569,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3299895173562800100.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,77,1,3,3,0.6111111111111116,0.625,0.4166666666666667,0.6666666666666666,0.38888888888888834,0.5636574074074076,0.0108926683241884,0.5169515206779798,0.6666666666666666,0.8333333333333334,0.4166666666666667,0.7222222222222218,0.3333333333333333,0.62962962962963,0.5944444444444443,-0.04670588672942777,0.1126781089516502,0.14971514598868685,0.3163818126553536,0.1002848540113131,0.20527070154424198,0.18361818734464647,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3299895173562800100.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,78,0,3,3,0.6388888888888884,0.7916666666666666,0.7083333333333334,0.7777777777777782,0.5,0.5266203703703701,0.0108926683241884,0.5167103865970663,0.6388888888888884,0.7916666666666666,0.75,0.7777777777777782,0.44444444444444503,0.5289351851851851,0.6805555555555556,-0.00990998377330388,0.01222479858811887,0.12217850229182214,0.2749562800696004,0.23328961340293375,0.261067391180712,0.07226594215262122,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3299895173562800100.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,79,0,3,3,0.5833333333333334,1.0,0.875,0.944444444444445,0.8333333333333334,0.45370370370370355,0.0108926683241884,0.5163625349877503,0.6111111111111116,0.9583333333333334,0.8333333333333334,1.0,0.8888888888888884,0.4386574074074075,0.8583333333333334,0.06265883128404676,0.07770512758034281,0.0947485761233613,0.44197079834558306,0.31697079834558306,0.4836374650122497,0.3725263539011381,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3299895173562800100.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,13,M14,80,0,3,3,0.6111111111111116,0.5416666666666666,0.7916666666666666,1.0,0.6111111111111116,0.38773148148148145,0.0108926683241884,0.5161602634440948,0.6388888888888884,0.5,0.8333333333333334,1.0,0.6666666666666666,0.3680555555555558,0.7277777777777776,0.12842878196261337,0.14810470788853902,0.12272862544479357,0.01616026344409482,0.31717306988923855,0.4838397365559052,0.1505064032225718,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3299895173562800100.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,225,1,2,2,0.8611111111111116,0.7083333333333334,0.5,0.944444444444445,0.44444444444444503,0.5775462962962963,0.01846828382201646,0.5721146649825697,0.75,0.5416666666666666,0.2916666666666667,0.7777777777777782,0.555555555555555,0.5520833333333334,0.5833333333333333,-0.00543163131372659,0.02003133164923632,0.1778853350174303,0.03044799831590306,0.280447998315903,0.20566311279520855,0.01655910942701466,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,8046790094384007200.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,226,1,2,2,0.944444444444445,1.0,0.16666666666666666,0.944444444444445,0.0,0.800925925925926,0.01846828382201646,0.5731278419998296,0.9722222222222218,1.0,0.0,0.944444444444445,0.0,0.8356481481481484,0.5833333333333334,-0.22779808392609646,0.2625203061483188,0.3990943802223922,0.4268721580001704,0.5731278419998296,0.3713166024446154,0.5731278419998296,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,8046790094384007200.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,227,0,2,2,0.5277777777777782,0.5,0.5416666666666666,0.7222222222222218,0.5,0.4629629629629631,0.01846828382201646,0.5709672461854407,0.5,0.5,0.5416666666666666,0.7222222222222218,0.5,0.45601851851851855,0.5527777777777777,0.10800428322247763,0.11494872766692216,0.0709672461854407,0.0709672461854407,0.02930057951877407,0.15125497603678106,0.0709672461854407,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,8046790094384007200.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,228,0,2,2,0.6666666666666666,0.375,0.6666666666666666,0.6666666666666666,0.38888888888888834,0.47337962962962976,0.01846828382201646,0.5713135532541582,0.6388888888888884,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.49999999999999994,0.5277777777777777,0.09793392362452846,0.07131355325415828,0.06757533563473017,0.15464688658749154,0.01201978007917515,0.0953531134125084,0.2379802199208249,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,8046790094384007200.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,225,1,2,2,0.8611111111111116,0.7083333333333334,0.5,0.944444444444445,0.44444444444444503,0.5775462962962963,0.01846828382201646,0.5721146649825697,0.75,0.5416666666666666,0.2916666666666667,0.7777777777777782,0.555555555555555,0.5520833333333334,0.5833333333333333,-0.00543163131372659,0.02003133164923632,0.1778853350174303,0.03044799831590306,0.280447998315903,0.20566311279520855,0.01655910942701466,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3008069215328862200.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,226,1,2,2,0.944444444444445,1.0,0.16666666666666666,0.944444444444445,0.0,0.800925925925926,0.01846828382201646,0.5731278419998296,0.9722222222222218,1.0,0.0,0.944444444444445,0.0,0.8356481481481484,0.5833333333333334,-0.22779808392609646,0.2625203061483188,0.3990943802223922,0.4268721580001704,0.5731278419998296,0.3713166024446154,0.5731278419998296,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3008069215328862200.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,227,0,2,2,0.5277777777777782,0.5,0.5416666666666666,0.7222222222222218,0.5,0.4629629629629631,0.01846828382201646,0.5709672461854407,0.5,0.5,0.5416666666666666,0.7222222222222218,0.5,0.45601851851851855,0.5527777777777777,0.10800428322247763,0.11494872766692216,0.0709672461854407,0.0709672461854407,0.02930057951877407,0.15125497603678106,0.0709672461854407,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3008069215328862200.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,228,0,2,2,0.6666666666666666,0.375,0.6666666666666666,0.6666666666666666,0.38888888888888834,0.47337962962962976,0.01846828382201646,0.5713135532541582,0.6388888888888884,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.49999999999999994,0.5277777777777777,0.09793392362452846,0.07131355325415828,0.06757533563473017,0.15464688658749154,0.01201978007917515,0.0953531134125084,0.2379802199208249,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3008069215328862200.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,225,1,2,2,0.8611111111111116,0.7083333333333334,0.5,0.944444444444445,0.44444444444444503,0.5775462962962963,0.01846828382201646,0.5721146649825697,0.75,0.5416666666666666,0.2916666666666667,0.7777777777777782,0.555555555555555,0.5520833333333334,0.5833333333333333,-0.00543163131372659,0.02003133164923632,0.1778853350174303,0.03044799831590306,0.280447998315903,0.20566311279520855,0.01655910942701466,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2040693430813089790.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,226,1,2,2,0.944444444444445,1.0,0.16666666666666666,0.944444444444445,0.0,0.800925925925926,0.01846828382201646,0.5731278419998296,0.9722222222222218,1.0,0.0,0.944444444444445,0.0,0.8356481481481484,0.5833333333333334,-0.22779808392609646,0.2625203061483188,0.3990943802223922,0.4268721580001704,0.5731278419998296,0.3713166024446154,0.5731278419998296,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2040693430813089790.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,227,0,2,2,0.5277777777777782,0.5,0.5416666666666666,0.7222222222222218,0.5,0.4629629629629631,0.01846828382201646,0.5709672461854407,0.5,0.5,0.5416666666666666,0.7222222222222218,0.5,0.45601851851851855,0.5527777777777777,0.10800428322247763,0.11494872766692216,0.0709672461854407,0.0709672461854407,0.02930057951877407,0.15125497603678106,0.0709672461854407,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2040693430813089790.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,228,0,2,2,0.6666666666666666,0.375,0.6666666666666666,0.6666666666666666,0.38888888888888834,0.47337962962962976,0.01846828382201646,0.5713135532541582,0.6388888888888884,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.49999999999999994,0.5277777777777777,0.09793392362452846,0.07131355325415828,0.06757533563473017,0.15464688658749154,0.01201978007917515,0.0953531134125084,0.2379802199208249,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2040693430813089790.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,225,1,2,2,0.8611111111111116,0.7083333333333334,0.5,0.944444444444445,0.44444444444444503,0.5775462962962963,0.01846828382201646,0.5721146649825697,0.75,0.5416666666666666,0.2916666666666667,0.7777777777777782,0.555555555555555,0.5520833333333334,0.5833333333333333,-0.00543163131372659,0.02003133164923632,0.1778853350174303,0.03044799831590306,0.280447998315903,0.20566311279520855,0.01655910942701466,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,4029181368031619100.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,226,1,2,2,0.944444444444445,1.0,0.16666666666666666,0.944444444444445,0.0,0.800925925925926,0.01846828382201646,0.5731278419998296,0.9722222222222218,1.0,0.0,0.944444444444445,0.0,0.8356481481481484,0.5833333333333334,-0.22779808392609646,0.2625203061483188,0.3990943802223922,0.4268721580001704,0.5731278419998296,0.3713166024446154,0.5731278419998296,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,4029181368031619100.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,227,0,2,2,0.5277777777777782,0.5,0.5416666666666666,0.7222222222222218,0.5,0.4629629629629631,0.01846828382201646,0.5709672461854407,0.5,0.5,0.5416666666666666,0.7222222222222218,0.5,0.45601851851851855,0.5527777777777777,0.10800428322247763,0.11494872766692216,0.0709672461854407,0.0709672461854407,0.02930057951877407,0.15125497603678106,0.0709672461854407,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,4029181368031619100.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,228,0,2,2,0.6666666666666666,0.375,0.6666666666666666,0.6666666666666666,0.38888888888888834,0.47337962962962976,0.01846828382201646,0.5713135532541582,0.6388888888888884,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.49999999999999994,0.5277777777777777,0.09793392362452846,0.07131355325415828,0.06757533563473017,0.15464688658749154,0.01201978007917515,0.0953531134125084,0.2379802199208249,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,4029181368031619100.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,225,1,2,2,0.8611111111111116,0.7083333333333334,0.5,0.944444444444445,0.44444444444444503,0.5775462962962963,0.01846828382201646,0.5721146649825697,0.75,0.5416666666666666,0.2916666666666667,0.7777777777777782,0.555555555555555,0.5520833333333334,0.5833333333333333,-0.00543163131372659,0.02003133164923632,0.1778853350174303,0.03044799831590306,0.280447998315903,0.20566311279520855,0.01655910942701466,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,7806294296648646700.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,226,1,2,2,0.944444444444445,1.0,0.16666666666666666,0.944444444444445,0.0,0.800925925925926,0.01846828382201646,0.5731278419998296,0.9722222222222218,1.0,0.0,0.944444444444445,0.0,0.8356481481481484,0.5833333333333334,-0.22779808392609646,0.2625203061483188,0.3990943802223922,0.4268721580001704,0.5731278419998296,0.3713166024446154,0.5731278419998296,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,7806294296648646700.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,227,0,2,2,0.5277777777777782,0.5,0.5416666666666666,0.7222222222222218,0.5,0.4629629629629631,0.01846828382201646,0.5709672461854407,0.5,0.5,0.5416666666666666,0.7222222222222218,0.5,0.45601851851851855,0.5527777777777777,0.10800428322247763,0.11494872766692216,0.0709672461854407,0.0709672461854407,0.02930057951877407,0.15125497603678106,0.0709672461854407,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,7806294296648646700.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,228,0,2,2,0.6666666666666666,0.375,0.6666666666666666,0.6666666666666666,0.38888888888888834,0.47337962962962976,0.01846828382201646,0.5713135532541582,0.6388888888888884,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.49999999999999994,0.5277777777777777,0.09793392362452846,0.07131355325415828,0.06757533563473017,0.15464688658749154,0.01201978007917515,0.0953531134125084,0.2379802199208249,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,7806294296648646700.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,225,1,2,2,0.8611111111111116,0.7083333333333334,0.5,0.944444444444445,0.44444444444444503,0.5775462962962963,0.01846828382201646,0.5721146649825697,0.75,0.5416666666666666,0.2916666666666667,0.7777777777777782,0.555555555555555,0.5520833333333334,0.5833333333333333,-0.00543163131372659,0.02003133164923632,0.1778853350174303,0.03044799831590306,0.280447998315903,0.20566311279520855,0.01655910942701466,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,40402427797069824.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,226,1,2,2,0.944444444444445,1.0,0.16666666666666666,0.944444444444445,0.0,0.800925925925926,0.01846828382201646,0.5731278419998296,0.9722222222222218,1.0,0.0,0.944444444444445,0.0,0.8356481481481484,0.5833333333333334,-0.22779808392609646,0.2625203061483188,0.3990943802223922,0.4268721580001704,0.5731278419998296,0.3713166024446154,0.5731278419998296,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,40402427797069824.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,227,0,2,2,0.5277777777777782,0.5,0.5416666666666666,0.7222222222222218,0.5,0.4629629629629631,0.01846828382201646,0.5709672461854407,0.5,0.5,0.5416666666666666,0.7222222222222218,0.5,0.45601851851851855,0.5527777777777777,0.10800428322247763,0.11494872766692216,0.0709672461854407,0.0709672461854407,0.02930057951877407,0.15125497603678106,0.0709672461854407,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,40402427797069824.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,228,0,2,2,0.6666666666666666,0.375,0.6666666666666666,0.6666666666666666,0.38888888888888834,0.47337962962962976,0.01846828382201646,0.5713135532541582,0.6388888888888884,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.49999999999999994,0.5277777777777777,0.09793392362452846,0.07131355325415828,0.06757533563473017,0.15464688658749154,0.01201978007917515,0.0953531134125084,0.2379802199208249,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,40402427797069824.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,225,1,2,2,0.8611111111111116,0.7083333333333334,0.5,0.944444444444445,0.44444444444444503,0.5775462962962963,0.01846828382201646,0.5721146649825697,0.75,0.5416666666666666,0.2916666666666667,0.7777777777777782,0.555555555555555,0.5520833333333334,0.5833333333333333,-0.00543163131372659,0.02003133164923632,0.1778853350174303,0.03044799831590306,0.280447998315903,0.20566311279520855,0.01655910942701466,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2762184992758753300.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,226,1,2,2,0.944444444444445,1.0,0.16666666666666666,0.944444444444445,0.0,0.800925925925926,0.01846828382201646,0.5731278419998296,0.9722222222222218,1.0,0.0,0.944444444444445,0.0,0.8356481481481484,0.5833333333333334,-0.22779808392609646,0.2625203061483188,0.3990943802223922,0.4268721580001704,0.5731278419998296,0.3713166024446154,0.5731278419998296,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2762184992758753300.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,227,0,2,2,0.5277777777777782,0.5,0.5416666666666666,0.7222222222222218,0.5,0.4629629629629631,0.01846828382201646,0.5709672461854407,0.5,0.5,0.5416666666666666,0.7222222222222218,0.5,0.45601851851851855,0.5527777777777777,0.10800428322247763,0.11494872766692216,0.0709672461854407,0.0709672461854407,0.02930057951877407,0.15125497603678106,0.0709672461854407,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2762184992758753300.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,228,0,2,2,0.6666666666666666,0.375,0.6666666666666666,0.6666666666666666,0.38888888888888834,0.47337962962962976,0.01846828382201646,0.5713135532541582,0.6388888888888884,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.49999999999999994,0.5277777777777777,0.09793392362452846,0.07131355325415828,0.06757533563473017,0.15464688658749154,0.01201978007917515,0.0953531134125084,0.2379802199208249,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,2762184992758753300.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,225,1,2,2,0.8611111111111116,0.7083333333333334,0.5,0.944444444444445,0.44444444444444503,0.5775462962962963,0.01846828382201646,0.5721146649825697,0.75,0.5416666666666666,0.2916666666666667,0.7777777777777782,0.555555555555555,0.5520833333333334,0.5833333333333333,-0.00543163131372659,0.02003133164923632,0.1778853350174303,0.03044799831590306,0.280447998315903,0.20566311279520855,0.01655910942701466,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,4250442819423156200.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,226,1,2,2,0.944444444444445,1.0,0.16666666666666666,0.944444444444445,0.0,0.800925925925926,0.01846828382201646,0.5731278419998296,0.9722222222222218,1.0,0.0,0.944444444444445,0.0,0.8356481481481484,0.5833333333333334,-0.22779808392609646,0.2625203061483188,0.3990943802223922,0.4268721580001704,0.5731278419998296,0.3713166024446154,0.5731278419998296,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,4250442819423156200.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,227,0,2,2,0.5277777777777782,0.5,0.5416666666666666,0.7222222222222218,0.5,0.4629629629629631,0.01846828382201646,0.5709672461854407,0.5,0.5,0.5416666666666666,0.7222222222222218,0.5,0.45601851851851855,0.5527777777777777,0.10800428322247763,0.11494872766692216,0.0709672461854407,0.0709672461854407,0.02930057951877407,0.15125497603678106,0.0709672461854407,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,4250442819423156200.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,228,0,2,2,0.6666666666666666,0.375,0.6666666666666666,0.6666666666666666,0.38888888888888834,0.47337962962962976,0.01846828382201646,0.5713135532541582,0.6388888888888884,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.3333333333333333,0.49999999999999994,0.5277777777777777,0.09793392362452846,0.07131355325415828,0.06757533563473017,0.15464688658749154,0.01201978007917515,0.0953531134125084,0.2379802199208249,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,4250442819423156200.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,225,1,2,2,0.8611111111111116,0.7083333333333334,0.5,0.944444444444445,0.44444444444444503,0.5775462962962963,0.01846828382201646,0.5721146649825697,0.75,0.5416666666666666,0.2916666666666667,0.7777777777777782,0.555555555555555,0.5520833333333334,0.5833333333333333,-0.00543163131372659,0.02003133164923632,0.1778853350174303,0.03044799831590306,0.280447998315903,0.20566311279520855,0.01655910942701466,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3237022581511236600.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,226,1,2,2,0.944444444444445,1.0,0.16666666666666666,0.944444444444445,0.0,0.800925925925926,0.01846828382201646,0.5731278419998296,0.9722222222222218,1.0,0.0,0.944444444444445,0.0,0.8356481481481484,0.5833333333333334,-0.22779808392609646,0.2625203061483188,0.3990943802223922,0.4268721580001704,0.5731278419998296,0.3713166024446154,0.5731278419998296,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3237022581511236600.0,15,false,cons_ndist_nospeak
consensus,heterogeneous,35,M33,227,0,2,2,0.5277777777777782,0.5,0.5416666666666666,0.7222222222222218,0.5,0.4629629629629631,0.01846828382201646,0.5709672461854407,0.5,0.5,0.5416666666666666,0.7222222222222218,0.5,0.45601851851851855,0.5527777777777777,0.10800428322247763,0.11494872766692216,0.0709672461854407,0.0709672461854407,0.02930057951877407,0.15125497603678106,0.0709672461854407,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,3237022581511236600.0,15,false,cons_ndist_nospeak
