model_type,current_condition,selected_debate_id,pro_count,anti_count,convergence_rate,confidence_threshold,repulsion_threshold,repulsion_strength,seed,convergence_cycle,mae,opinion_variance,polarization_index,num_clusters,initial_num_clusters,neutral_zone_width,mean_net_repulsion_abs
consensus,heterogeneous,49,3,3,0.2,0.4,0.6,0.2,2595646474777646100.0,15,0.12383860193077108,0.00063830321549838,0.00044440729616866,2,4,0.19999999999999996,0.0
consensus,heterogeneous,49,3,3,0.2,0.4,0.6,0.2,1285926408638267390.0,15,0.12597353269294684,0.00052467826649072,0.0003225511391347,2,4,0.19999999999999996,0.0
consensus,heterogeneous,49,3,3,0.2,0.4,0.2,0.1,5702577027890589700.0,15,0.12005469338917067,0.00070731406861714,0.00054840680377094,2,4,-0.2,0.3333333333333333
consensus,heterogeneous,49,3,3,0.2,0.4,0.2,0.1,7240713591891685400.0,15,0.11714530270144415,0.00085735695615149,0.00050812274209525,2,4,-0.2,0.3333333333333333
consensus,heterogeneous,49,3,3,0.2,0.4,0.2,0.1,4692690466958798800.0,15,0.11754115764226948,0.00085178484837648,0.0005977076810343,2,4,-0.2,0.16666666666666666
consensus,heterogeneous,49,3,3,0.2,0.4,0.6,0.2,256029315321952256.0,15,0.11688264097296226,0.00109876121581091,0.00093029613222164,2,4,0.19999999999999996,0.0
consensus,heterogeneous,49,3,3,0.2,0.4,0.2,0.1,8636175130330607600.0,15,0.1213950278954971,0.00077351689329049,0.00044733025864985,2,4,-0.2,0.3333333333333333
consensus,heterogeneous,49,3,3,0.2,0.4,0.2,0.1,6905470370856337400.0,15,0.12203707106965406,0.00072183206577498,0.00054534828124278,1,4,-0.2,0.16666666666666666
consensus,heterogeneous,49,3,3,0.2,0.4,0.2,0.1,8803618445054126100.0,15,0.1321268362252959,0.00038352099936821,0.00023207365396619,2,4,-0.2,0.3333333333333333
consensus,heterogeneous,49,3,3,0.2,0.4,0.2,0.1,1841142524168585220.0,15,0.11988911842941659,0.00065625243372631,0.00041139080621216,2,4,-0.2,0.16666666666666666
consensus,heterogeneous,49,3,3,0.2,0.4,0.2,0.1,7043372089166577700.0,15,0.11477653281286238,0.0019346207344722,0.001119311706779,2,4,-0.2,0.0
consensus,heterogeneous,49,3,3,0.2,0.4,0.2,0.1,4398895106259038200.0,15,0.1302278224020391,0.00065813989712196,0.00038412423750056,2,4,-0.2,0.3333333333333333
consensus,heterogeneous,49,3,3,0.2,0.4,0.2,0.1,4342572612484808700.0,15,0.11266979250107556,0.00136003113653231,0.00090941000773969,2,4,-0.2,0.3333333333333333
